Package,New Name of Package,Package Priority,Developer in Master List,PR Number,Link of PR Raised,PR Status,PR Creation Date,Upgrade Required,Final Upgrade Decision (Y/N),Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded,Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success,Bulk Build Number of SRPMs,Developer from under review sheet,Under Review PR Link,Reviewer,Review Status,PR Origin,TopicBranch,Additional Bulk Build Status
nss-pam-ldapd,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.9.10,5.azl3,1,1,nss-pam-ldapd-0.9.10-17.fc41.src.rpm,Default Initialized,Default Initialized,0.9.10,17.fc41,EXISTS_IN_EXT,0.9.10,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
numatop,NA,P0,Jagadeesh,11596,https://github.com/microsoft/azurelinux/pull/11596,MERGED,2024-12-20T13:08:22Z,Y,Y,Built,2.1,5.azl3,1,1,numatop-2.4-2.fc41.src.rpm,Default Initialized,Default Initialized,2.4,2.fc41,EXISTS_IN_EXT,2.4,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11596,Bala,In Review,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_numatop,Built
nvmetcli,NA,P0,Jagadeesh,11550,https://github.com/microsoft/azurelinux/pull/11550,OPEN,2024-12-19T17:39:39Z,Y,Y,Built,0.4,11.azl3,1,1,nvmetcli-0.7-15.fc41.src.rpm,Default Initialized,Default Initialized,0.7,15.fc41,EXISTS_IN_EXT,0.4,Y,1,Jagadeesh,NA,Bala,In Review,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_nvmetcli,Not Found
objectweb-anttask,NA,P1,Aninda,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,1.2,267.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.2,N,0,Aninda,NA,NA,NA,NA,NA,Failed
objenesis,NA,P1,Aninda,NA,NA,NA,NA,Y,Y,Failed,3.1,3.azl3,1,1,objenesis-3.4-4.fc41.src.rpm,Default Initialized,Default Initialized,3.4,4.fc41,EXISTS_IN_EXT,3.1,N,0,Aninda,NA,NA,NA,NA,NA,Failed
ocaml-calendar,NA,P0,Jagadeesh,11562,https://github.com/microsoft/azurelinux/pull/11562,MERGED,2024-12-19T19:38:36Z,Y,Y,Failed,2.04,29.azl3,1,1,ocaml-calendar-3.0.0-13.fc41.src.rpm,Default Initialized,Default Initialized,3.0.0,13.fc41,EXISTS_IN_EXT,3.0.0,Y,1,Jagadeesh,NA,Bala,In Review,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_ocaml-calendar,Built
ocaml-camlp5,NA,P1,Aninda,NA,NA,NA,NA,Y,Y,Failed,8.00.02,11.azl3,1,1,ocaml-camlp5-8.03.00-4.fc41.src.rpm,Default Initialized,Default Initialized,8.03.00,4.fc41,EXISTS_IN_EXT,8.00.02,N,0,Aninda,NA,NA,NA,NA,NA,Failed
ocaml-csv,NA,P0,Jagadeesh,11531,https://github.com/microsoft/azurelinux/pull/11531,MERGED,2024-12-18T21:51:14Z,Y,Y,Failed,1.7,17.azl3,1,1,ocaml-csv-2.4-22.fc41.src.rpm,Default Initialized,Default Initialized,2.4,22.fc41,EXISTS_IN_EXT,2.4,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11531,Bala,In Review,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_ocaml-csv,Built
ocaml-curses,NA,P0,Jagadeesh,11566,https://github.com/microsoft/azurelinux/pull/11566,MERGED,2024-12-19T20:51:22Z,Y,Y,Built,1.0.4,13.azl3,1,1,ocaml-curses-1.0.11-11.fc41.src.rpm,Default Initialized,Default Initialized,1.0.11,11.fc41,EXISTS_IN_EXT,1.0.11,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11566,Bala,In Review,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_ocaml-curses,Built
ocaml-extlib,NA,P0,Jagadeesh,11567,https://github.com/microsoft/azurelinux/pull/11567,MERGED,2024-12-19T21:34:23Z,Y,Y,Failed,1.7.8,1.azl3,1,1,ocaml-extlib-1.7.9-11.fc41.src.rpm,Default Initialized,Default Initialized,1.7.9,11.fc41,EXISTS_IN_EXT,1.7.9,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11567,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_ocaml-extlib,Built
ocaml-fpath,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.7.3,3.azl3,1,1,ocaml-fpath-0.7.3-23.fc41.src.rpm,Default Initialized,Default Initialized,0.7.3,23.fc41,EXISTS_IN_EXT,0.7.3,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
ocaml-libvirt,NA,P0,Jagadeesh,11599,https://github.com/microsoft/azurelinux/pull/11599,MERGED,2024-12-20T14:13:31Z,Y,Y,Built,0.6.1.5,8.azl3,1,1,ocaml-libvirt-0.6.1.7-12.fc41.src.rpm,Default Initialized,Default Initialized,0.6.1.7,12.fc41,EXISTS_IN_EXT,0.6.1.7,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11599,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_ocaml-libvirt,Built
ocaml-markup,NA,P0,Jagadeesh,11723,https://github.com/microsoft/azurelinux/pull/11723,MERGED,2024-12-27T03:37:51Z,Y,Y,Failed,1.0.0,5.azl3,1,1,ocaml-markup-1.0.3-17.fc41.src.rpm,Default Initialized,Default Initialized,1.0.3,17.fc41,EXISTS_IN_EXT,1.0.3,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11723,Bala,Dev Approved,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_Ocaml-markup,Built
ocaml-parsexp,NA,P1,Aninda,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,ocaml-parsexp-0.17.0-2.fc41.src.rpm,Default Initialized,Default Initialized,0.17.0,2.fc41,MOVED_TO_CORE,Not Found,N,0,Aninda,NA,NA,NA,NA,NA,Not Found
ocaml-sexplib,NA,P1,Aninda,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,ocaml-sexplib-0.17.0-3.fc41.src.rpm,Default Initialized,Default Initialized,0.17.0,3.fc41,MOVED_TO_CORE,Not Found,N,0,Aninda,NA,NA,NA,NA,NA,Not Found
ocaml-tyxml,NA,P0,Jagadeesh,11682,https://github.com/microsoft/azurelinux/pull/11682,MERGED,2024-12-23T15:39:45Z,Y,Y,Failed,4.5.0,2.azl3,1,1,ocaml-tyxml-4.6.0-12.fc41.src.rpm,Default Initialized,Default Initialized,4.6.0,12.fc41,EXISTS_IN_EXT,4.6.0,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_ocaml-tyxml,Built
ocaml-xml-light,NA,P0,Jagadeesh,12984,https://github.com/microsoft/azurelinux/pull/12984,OPEN,2025-03-17T14:49:32Z,Y,Y,Failed,2.3,3.azl3,1,1,ocaml-xml-light-2.5-12.fc41.src.rpm,Default Initialized,Default Initialized,2.5,12.fc41,EXISTS_IN_EXT,2.3,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_ocaml-xml-light,Built
ocaml-zarith,NA,P0,Jagadeesh,11680,https://github.com/microsoft/azurelinux/pull/11680,MERGED,2024-12-23T14:12:48Z,Y,Y,Built,1.9.1,9.azl3,1,1,ocaml-zarith-1.14-2.fc41.src.rpm,Default Initialized,Default Initialized,1.14,2.fc41,EXISTS_IN_EXT,1.14,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11680,Bala,Dev Approved,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_ocaml-zarith,Built
ocl-icd,NA,P0,Jagadeesh,11706,https://github.com/microsoft/azurelinux/pull/11706,OPEN,2024-12-24T07:58:36Z,Y,Y,Built,2.2.13,2.azl3,1,1,ocl-icd-2.3.2-7.fc41.src.rpm,Default Initialized,Default Initialized,2.3.2,7.fc41,EXISTS_IN_EXT,2.2.13,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_ocl-icd,Built
oddjob,NA,P0,Jagadeesh,12983,https://github.com/microsoft/azurelinux/pull/12983,OPEN,2025-03-17T14:03:05Z,Y,Y,Built,0.34.6,2.azl3,1,1,oddjob-0.34.7-14.fc41.src.rpm,Default Initialized,Default Initialized,0.34.7,14.fc41,EXISTS_IN_EXT,0.34.6,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_Oddjob,Built
ogdi,NA,P1,Jagadeesh,11411,https://github.com/microsoft/azurelinux/pull/11411,MERGED,2024-12-11T17:52:40Z,Y,Y,Built,4.1.0,9.azl3,1,1,ogdi-4.1.1-2.fc41.src.rpm,Default Initialized,Default Initialized,4.1.1,2.fc41,EXISTS_IN_EXT,4.1.1,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11411,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_ogdi,Built
omping,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.0.4,21.azl3,1,1,omping-0.0.4-33.fc41.src.rpm,Default Initialized,Default Initialized,0.0.4,33.fc41,EXISTS_IN_EXT,0.0.4,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
opal,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Failed,3.10.11,13.azl3,1,1,opal-3.10.11-18.fc41.src.rpm,Default Initialized,Default Initialized,3.10.11,18.fc41,EXISTS_IN_EXT,3.10.11,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
opencc,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Built,1.1.1,3.azl3,1,1,opencc-1.1.7-2.fc41.src.rpm,Default Initialized,Default Initialized,1.1.7,2.fc41,EXISTS_IN_EXT,1.1.1,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
opencl-filesystem,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.0,13.azl3,1,1,opencl-filesystem-1.0-21.fc41.src.rpm,Default Initialized,Default Initialized,1.0,21.fc41,EXISTS_IN_EXT,1.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
opencl-headers,NA,P0,Jagadeesh,11709,https://github.com/microsoft/azurelinux/pull/11709,OPEN,2024-12-24T20:32:42Z,Y,Y,Built,2.2,7.azl3,1,1,opencl-headers-3.0-31.20241023git4ea6df1.fc41.s,Default Initialized,Default Initialized,3.0,31.20241023git4ea6df1.fc41.s,EXISTS_IN_EXT,2.2,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11709,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_opencl-headers,Built
opencryptoki,NA,P0,Jagadeesh,11919,https://github.com/microsoft/azurelinux/pull/11919,MERGED,2025-01-15T08:06:30Z,Y,Y,Built,3.17.0,2.azl3,1,1,opencryptoki-3.24.0-2.fc41.src.rpm,Default Initialized,Default Initialized,3.24.0,2.fc41,EXISTS_IN_EXT,3.24.0,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_opencryptoki,Built
opendnssec,NA,CP_batch1,Jagadeesh,12547,https://github.com/microsoft/azurelinux/pull/12547,OPEN,2025-02-21T14:00:34Z,Y,Y,Built,2.1.7,5.azl3,1,1,opendnssec-2.1.14-0.2rc1.fc41.src.rpm,Default Initialized,Default Initialized,2.1.14,0.2rc1.fc41,EXISTS_IN_EXT,2.1.7,N,0,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_opendnssec,Built
openjpeg2,openjpeg,NA,NA,NA,NA,NA,NA,Y,Y,Built,2.3.1,12.azl3,1,1,openjpeg-2.5.3-1.fc41.src.rpm,Default Initialized,Default Initialized,2.5.3,1.fc41,EXISTS_IN_EXT,2.3.1,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Not Found
openobex,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.7.2,12.azl3,1,1,openobex-1.7.2-27.fc41.src.rpm,Default Initialized,Default Initialized,1.7.2,27.fc41,EXISTS_IN_EXT,1.7.2,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
openoffice-lv,NA,P0,Jagadeesh,11884,https://github.com/microsoft/azurelinux/pull/11884,MERGED,2025-01-13T10:21:32Z,Y,Y,Built,1.0.0,12.azl3,1,1,openoffice-lv-1.4.0-9.fc41.src.rpm,Default Initialized,Default Initialized,1.4.0,9.fc41,EXISTS_IN_EXT,1.4.0,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_openoffice-lv,Built
openrdate,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.2,23.azl3,1,1,openrdate-1.2-28.fc41.src.rpm,Default Initialized,Default Initialized,1.2,28.fc41,EXISTS_IN_EXT,1.2,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
openslp,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.0.0,26.azl3,1,1,openslp-2.0.0-37.fc41.src.rpm,Default Initialized,Default Initialized,2.0.0,37.fc41,EXISTS_IN_EXT,2.0.0,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
openssl-ibmpkcs11,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.0.2,6.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.0.2,N,0,nan,NOT_FOUND,NA,NA,NA,NA,Built
openwsman,NA,CP_batch2,Jagadeesh,NA,NA,NA,NA,Y,Y,Built,2.6.8,13.azl3,1,1,openwsman-2.7.2-11.fc41.src.rpm,Default Initialized,Default Initialized,2.7.2,11.fc41,EXISTS_IN_EXT,2.6.8,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
optipng,NA,P0,Jagadeesh,11944,https://github.com/microsoft/azurelinux/pull/11944,MERGED,2025-01-16T03:30:26Z,Y,Y,Built,0.7.7,7.azl3,1,1,optipng-0.7.8-4.fc41.src.rpm,Default Initialized,Default Initialized,0.7.8,4.fc41,EXISTS_IN_EXT,0.7.8,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_optipng,Built
opus,NA,P0,Jyoti,NA,NA,NA,NA,Y,Y,Built,1.3.1,4.azl3,1,1,opus-1.5.2-1.fc41.src.rpm,Default Initialized,Default Initialized,1.5.2,1.fc41,REMOVED_FROM_BOTH,Not Found,Y,1,Jyoti,NA,NA,NA,NA,NA,Not Found
opusfile,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.12,2.azl3,1,1,opusfile-0.12-13.fc41.src.rpm,Default Initialized,Default Initialized,0.12,13.fc41,REMOVED_FROM_BOTH,Not Found,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Not Found
orc,NA,P0,Jyoti,11485,https://github.com/microsoft/azurelinux/pull/11485,MERGED,2024-12-17T04:49:36Z,Y,Y,Built,0.4.31,4.azl3,1,1,orc-0.4.39-1.fc41.src.rpm,Default Initialized,Default Initialized,0.4.39,1.fc41,EXISTS_IN_EXT,0.4.39,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11485,Bala,Dev Approved,https://github.com/jykanase/azurelinux.git,topic_orc,Built
oro,NA,CP_batch1,Jagadeesh,12676,https://github.com/microsoft/azurelinux/pull/12676,OPEN,2025-02-28T05:57:40Z,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,2.0.8,297.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,2.0.8,N,0,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_oro,Built
os-prober,NA,P0,Jyoti,11494,https://github.com/microsoft/azurelinux/pull/11494,OPEN,2024-12-17T10:34:49Z,Y,Y,Built,1.77,7.azl3,1,1,os-prober-1.81-8.fc41.src.rpm,Default Initialized,Default Initialized,1.81,8.fc41,EXISTS_IN_EXT,1.77,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11494,NA,NA,https://github.com/jykanase/azurelinux.git,topic_os-prober,Built
osgi-annotation,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Failed,7.0.0,2.azl3,1,1,osgi-annotation-8.1.0-7.fc41.src.rpm,Default Initialized,Default Initialized,8.1.0,7.fc41,EXISTS_IN_EXT,7.0.0,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
osgi-compendium,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Failed,7.0.0,2.azl3,1,1,osgi-compendium-7.0.0-21.fc41.src.rpm,Default Initialized,Default Initialized,7.0.0,21.fc41,EXISTS_IN_EXT,7.0.0,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
osgi-core,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Failed,7.0.0,2.azl3,1,1,osgi-core-8.0.0-14.fc41.src.rpm,Default Initialized,Default Initialized,8.0.0,14.fc41,EXISTS_IN_EXT,7.0.0,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
osinfo-db,NA,P0,Jyoti,11495,https://github.com/microsoft/azurelinux/pull/11495,OPEN,2024-12-17T11:28:51Z,Y,Y,Built,20221130,2.azl3,1,1,osinfo-db-20240701-2.fc41.src.rpm,Default Initialized,Default Initialized,20240701,2.fc41,EXISTS_IN_EXT,20221130,Y,1,Jyoti,NA,Suresh,In Review,https://github.com/jykanase/azurelinux.git,topic_osinfo-db,Built
osinfo-db-tools,NA,P0,Jyoti,11513,https://github.com/microsoft/azurelinux/pull/11513,OPEN,2024-12-18T06:37:16Z,Y,Y,Built,1.10.0,2.azl3,1,1,osinfo-db-tools-1.12.0-1.fc41.src.rpm,Default Initialized,Default Initialized,1.12.0,1.fc41,EXISTS_IN_EXT,1.10.0,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11513,NA,NA,https://github.com/jykanase/azurelinux.git,topic_osinfo-db-tools,Built
overpass-fonts,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Failed,3.0.4,4.azl3,1,1,overpass-fonts-3.0.4-14.fc41.src.rpm,Default Initialized,Default Initialized,3.0.4,14.fc41,EXISTS_IN_EXT,3.0.4,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
pacemaker,NA,P1,Jyoti,NA,NA,NA,NA,Y,Y,Failed,2.1.5,5.azl3,1,1,pacemaker-2.1.9-1.fc41.src.rpm,Default Initialized,Default Initialized,2.1.9,1.fc41,EXISTS_IN_EXT,2.1.5,N,0,Jyoti,NOT_FOUND,NA,NA,NA,NA,Failed
pacrunner,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.16,3.azl3,1,1,pacrunner-0.16-12.fc41.src.rpm,Default Initialized,Default Initialized,0.16,12.fc41,EXISTS_IN_EXT,0.16,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
pakchois,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.4,23.azl3,1,1,pakchois-0.4-31.fc41.src.rpm,Default Initialized,Default Initialized,0.4,31.fc41,EXISTS_IN_EXT,0.4,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
papi,NA,P1,Jyoti,NA,NA,NA,NA,Y,Y,Failed,5.7.0,5.azl3,1,1,papi-7.1.0-5.fc41.src.rpm,Default Initialized,Default Initialized,7.1.0,5.fc41,EXISTS_IN_EXT,5.7.0,N,0,Jyoti,NA,NA,NA,NA,NA,Failed
paps,NA,P0,Jyoti,11518,https://github.com/microsoft/azurelinux/pull/11518,OPEN,2024-12-18T10:40:38Z,Y,Y,Built,0.6.8,46.azl3,1,1,paps-0.8.0-11.fc41.src.rpm,Default Initialized,Default Initialized,0.8.0,11.fc41,EXISTS_IN_EXT,0.6.8,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11518,NA,NA,https://github.com/jykanase/azurelinux.git,topic_paps,Built
parallel,NA,P0,Jyoti,11519,https://github.com/microsoft/azurelinux/pull/11519,MERGED,2024-12-18T12:20:31Z,Y,Y,Built,20190922,3.azl3,1,1,parallel-20240922-2.fc41.src.rpm,Default Initialized,Default Initialized,20240922,2.fc41,EXISTS_IN_EXT,20240922,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11519,Suresh,Dev Approved,https://github.com/jykanase/azurelinux.git,topic_parallel,Built
pbzip2,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.1.13,3.azl3,1,1,pbzip2-1.1.13-13.fc41.src.rpm,Default Initialized,Default Initialized,1.1.13,13.fc41,EXISTS_IN_EXT,1.1.13,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
pcp,NA,P1,Sandeep,12810,https://github.com/microsoft/azurelinux/pull/12810,MERGED,2025-03-04T20:24:17Z,Y,Y,Failed,5.1.1,3.azl3,1,1,pcp-6.3.2-2.fc41.src.rpm,Default Initialized,Default Initialized,6.3.2,2.fc41,EXISTS_IN_EXT,6.3.2,N,0,Jyoti,NA,NA,NA,https://github.com/microsoft/azurelinux.git,skarambelkar/libpfm-upgrade,Failed
perl-Algorithm-C3,NA,P1,Jyoti,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-Algorithm-C3-0.11-14.fc41.src.rpm,Default Initialized,Default Initialized,0.11,14.fc41,MOVED_TO_CORE,Not Found,N,0,Jyoti,NA,NA,NA,NA,NA,Not Found
perl-Algorithm-Diff,NA,P0,Jyoti,11521,https://github.com/microsoft/azurelinux/pull/11521,MERGED,2024-12-18T13:56:41Z,Y,Y,Built,1.1903,16.azl3,1,1,perl-Algorithm-Diff-1.2010-12.fc41.src.rpm,Default Initialized,Default Initialized,1.2010,12.fc41,EXISTS_IN_EXT,1.2010,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11521,Suresh,Dev Approved,https://github.com/jykanase/azurelinux.git,topic_perl-Algorithm-Diff,Built
perl-Alien-Build,NA,P1,Jyoti,NA,NA,NA,NA,Y,Y,Failed,2.17,3.azl3,1,1,perl-Alien-Build-2.84-1.fc41.src.rpm,Default Initialized,Default Initialized,2.84,1.fc41,EXISTS_IN_EXT,2.17,N,0,Jyoti,NA,NA,NA,NA,NA,Failed
perl-Alien-pkgconf,NA,P1,Jyoti,12936,https://github.com/microsoft/azurelinux/pull/12936,OPEN,2025-03-14T06:01:04Z,Y,Y,Built,0.17,2.azl3,1,1,perl-Alien-pkgconf-0.20-4.fc41.src.rpm,Default Initialized,Default Initialized,0.20,4.fc41,EXISTS_IN_EXT,0.17,N,0,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-Alien-pkgconf,Failed
perl-AnyEvent,NA,NA,NA,NA,NA,NA,NA,N,N,Built,7.17,3.azl3,1,1,perl-AnyEvent-7.17-19.fc41.src.rpm,Default Initialized,Default Initialized,7.17,19.fc41,EXISTS_IN_EXT,7.17,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
perl-AnyEvent-AIO,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.1,35.azl3,1,1,perl-AnyEvent-AIO-1.1-42.fc41.src.rpm,Default Initialized,Default Initialized,1.1,42.fc41,EXISTS_IN_EXT,1.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
perl-AnyEvent-BDB,NA,P1,Jyoti,11783,https://github.com/microsoft/azurelinux/pull/11783,OPEN,2025-01-06T10:28:56Z,N,Y,Failed,1.1,38.azl3,1,1,perl-AnyEvent-BDB-1.1-46.fc41.src.rpm,Default Initialized,Default Initialized,1.1,46.fc41,EXISTS_IN_EXT,1.1,N,0,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-AnyEvent-BDB,Built
perl-App-FatPacker,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.010008,6.azl3,1,1,perl-App-FatPacker-0.010008-18.fc41.src.rpm,Default Initialized,Default Initialized,0.010008,18.fc41,EXISTS_IN_EXT,0.010008,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
perl-AppConfig,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.71,18.azl3,1,1,perl-AppConfig-1.71-30.fc41.src.rpm,Default Initialized,Default Initialized,1.71,30.fc41,EXISTS_IN_EXT,1.71,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
perl-Archive-Extract,NA,P0,Jyoti,11598,https://github.com/microsoft/azurelinux/pull/11598,OPEN,2024-12-20T14:02:04Z,Y,Y,Built,0.86,4.azl3,1,1,perl-Archive-Extract-0.88-12.fc41.src.rpm,Default Initialized,Default Initialized,0.88,12.fc41,EXISTS_IN_EXT,0.86,Y,1,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-Archive-Extract,Built
perl-Authen-SASL,NA,New P0,Sumit,12754,https://github.com/microsoft/azurelinux/pull/12754,MERGED,2025-03-04T07:16:31Z,Y,Y,Built,2.16,21.azl3,1,1,perl-Authen-SASL-2.1700-4.fc41.src.rpm,Default Initialized,Default Initialized,2.1700,4.fc41,EXISTS_IN_EXT,2.1700,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_perl-Authen-SASL,Built
perl-B-Debug,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.26,425.azl3,1,1,perl-B-Debug-1.26-441.fc41.src.rpm,Default Initialized,Default Initialized,1.26,441.fc41,EXISTS_IN_EXT,1.26,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
perl-B-Hooks-EndOfScope,NA,P0,Jyoti,11595,https://github.com/microsoft/azurelinux/pull/11595,MERGED,2024-12-20T12:27:31Z,Y,Y,Built,0.24,10.azl3,1,1,perl-B-Hooks-EndOfScope-0.28-2.fc41.src.rpm,Default Initialized,Default Initialized,0.28,2.fc41,EXISTS_IN_EXT,0.28,Y,1,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-B-Hooks-EndOfScope,Built
perl-B-Hooks-OP-Check,NA,P1,Jyoti,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,perl-B-Hooks-OP-Check-0.22-25.fc41.src.rpm,Default Initialized,Default Initialized,0.22,25.fc41,MOVED_TO_CORE,Not Found,N,0,Jyoti,NA,NA,NA,NA,NA,Not Found
perl-B-Keywords,NA,P0,Jyoti,11593,https://github.com/microsoft/azurelinux/pull/11593,MERGED,2024-12-20T11:25:48Z,Y,Y,Built,1.21,4.azl3,1,1,perl-B-Keywords-1.27-2.fc41.src.rpm,Default Initialized,Default Initialized,1.27,2.fc41,EXISTS_IN_EXT,1.27,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11593,NA,NA,https://github.com/jykanase/azurelinux.git,topic_perl-B-Keywords,Built
perl-B-Lint,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.20,18.azl3,1,1,perl-B-Lint-1.20-31.fc41.src.rpm,Default Initialized,Default Initialized,1.20,31.fc41,EXISTS_IN_EXT,1.20,Y,1,nan,NOT_FOUND,NA,NA,NA,NA,Built
