Package,New Name of Package,Package Priority,Developer in Master List,PR Number,Link of PR Raised,PR Status,PR Creation Date,Upgrade Required,Final Upgrade Decision (Y/N),Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded,Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success,Bulk Build Number of SRPMs,Developer from under review sheet,Under Review PR Link,Reviewer,Review Status,PR Origin,TopicBranch,Additional Bulk Build Status
gnu-regexp,NA,P1,Jagadeesh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.1.4,294.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.1.4,N,0,Jagadeesh,NA,NA,NA,NA,NA,Built
go-rpm-macros,NA,CP_batch1,Jagadeesh,11160,https://github.com/microsoft/azurelinux/pull/11160,MERGED,2024-11-20T17:08:12Z,Y,Y,Built,3.0.9,3.azl3,1,1,go-rpm-macros-3.6.0-3.fc41.src.rpm,Default Initialized,Default Initialized,3.6.0,3.fc41,EXISTS_IN_EXT,3.6.0,N,0,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11160,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_go-rpm-macros,Built
gom,NA,P1,Jagadeesh,11155,https://github.com/microsoft/azurelinux/pull/11155,MERGED,2024-11-20T10:12:00Z,Y,Y,Built,0.4,3.azl3,1,1,gom-0.5.3-1.fc41.src.rpm,Default Initialized,Default Initialized,0.5.3,1.fc41,EXISTS_IN_EXT,0.5.3,N,0,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11155,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_gom,Built
google-api-python-client,NA,CP_batch1,Jagadeesh,11175,https://github.com/microsoft/azurelinux/pull/11175,MERGED,2024-11-21T10:11:43Z,Y,Y,Built,2.73.0,2.azl3,1,1,google-api-python-client-2.140.0-1.fc41.src.rpm,Default Initialized,Default Initialized,2.140.0,1.fc41,EXISTS_IN_EXT,2.140.0,N,0,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11175,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_google-api-python-client,Built
google-crosextra-caladea-fonts,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Failed,1.002,1.azl3,1,1,google-crosextra-caladea-fonts-1.002-0.19.20130,Default Initialized,Default Initialized,1.002,0.19.20130,EXISTS_IN_EXT,1.002,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
google-crosextra-carlito-fonts,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Failed,1.103,1.azl3,1,1,google-carlito-fonts-1.103-0.25.20130920.fc41.s,Default Initialized,Default Initialized,1.103,0.25.20130920.fc41.s,EXISTS_IN_EXT,1.103,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
google-noto-cjk-fonts,google-noto-sans-cjk-vf-fonts,P1,Jagadeesh,NA,NA,NA,NA,Revisit Ver Compare,Revisit Ver Compare,Failed,20190416,7.azl3,1,1,google-noto-sans-cjk-vf-fonts-2.004-8.fc41.src.,Default Initialized,Default Initialized,2.004,8.fc41.src.,EXISTS_IN_EXT,20190416,N,0,Jagadeesh,NA,NA,NA,NA,NA,Not Found
google-noto-emoji-fonts,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Failed,20200723,2.azl3,1,1,google-noto-emoji-fonts-20241008-1.fc41.src.rpm,Default Initialized,Default Initialized,20241008,1.fc41,EXISTS_IN_EXT,20200723,N,0,Jagadeesh,NA,NA,NA,NA,NA,Not Found
gphoto2,NA,P1,Kevin,10776,https://github.com/microsoft/azurelinux/pull/10776,OPEN,2024-10-17T20:49:49Z,Y,Y,Built,2.5.27,2.azl3,1,1,gphoto2-2.5.28-2.fc41.src.rpm,Default Initialized,Default Initialized,2.5.28,2.fc41,EXISTS_IN_EXT,2.5.27,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10776,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gphoto2-2.5.28-1,Built
gpm,NA,P1,Kevin,NA,NA,NA,NA,N,N,Built,1.20.7,24.azl3,1,1,gpm-1.20.7-48.fc41.src.rpm,Default Initialized,Default Initialized,1.20.7,48.fc41,EXISTS_IN_EXT,1.20.7,Y,1,Kevin,NA,NA,NA,NA,NA,Built
gpsbabel,NA,P1,Kevin,NA,NA,NA,NA,Y,Y,Failed,1.8.0,4.azl3,1,1,gpsbabel-1.9.0-7.fc41.src.rpm,Default Initialized,Default Initialized,1.9.0,7.fc41,EXISTS_IN_EXT,1.8.0,N,0,Kevin,NA,NA,NA,NA,NA,Failed
graphene,NA,P1,Kevin,10779,https://github.com/microsoft/azurelinux/pull/10779,MERGED,2024-10-17T21:29:26Z,Y,Y,Built,1.10.4,3.azl3,1,1,graphene-1.10.6-9.fc41.src.rpm,Default Initialized,Default Initialized,1.10.6,9.fc41,EXISTS_IN_EXT,1.10.8,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10779,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/graphene-1.10.8-1,Built
graphite2,NA,P1,Kevin,NA,NA,NA,NA,N,N,Built,1.3.14,3.azl3,1,1,graphite2-1.3.14-16.fc41.src.rpm,Default Initialized,Default Initialized,1.3.14,16.fc41,EXISTS_IN_EXT,1.3.14,N,0,Kevin,NA,NA,NA,NA,NA,Built
gsl,NA,P1,Kevin,10740,https://github.com/microsoft/azurelinux/pull/10740,MERGED,2024-10-15T21:44:25Z,Y,Y,Built,2.6,3.azl3,1,1,gsl-2.7.1-11.fc41.src.rpm,Default Initialized,Default Initialized,2.7.1,11.fc41,EXISTS_IN_EXT,2.8,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10740,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gsl-2.8-1,Built
gspell,NA,P1,Kevin,10741,https://github.com/microsoft/azurelinux/pull/10741,OPEN,2024-10-15T23:29:54Z,Y,Y,Built,1.8.4,2.azl3,1,1,gspell-1.14.0-1.fc41.src.rpm,Default Initialized,Default Initialized,1.14.0,1.fc41,EXISTS_IN_EXT,1.8.4,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10741,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gspell-1.14.0-1,Built
gssdp,NA,P1,Kevin,10790,https://github.com/microsoft/azurelinux/pull/10790,MERGED,2024-10-18T22:43:11Z,Y,Y,Built,1.6.2,3.azl3,1,1,gssdp-1.6.3-3.fc41.src.rpm,Default Initialized,Default Initialized,1.6.3,3.fc41,EXISTS_IN_EXT,1.6.3,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10790,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gssdp-1.6.3-1,Built
gssntlmssp,NA,P1,Kevin,10791,https://github.com/microsoft/azurelinux/pull/10791,MERGED,2024-10-18T23:23:54Z,Y,Y,Built,0.9.0,2.azl3,1,1,gssntlmssp-1.3.1-3.fc41.src.rpm,Default Initialized,Default Initialized,1.3.1,3.fc41,EXISTS_IN_EXT,1.3.1,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10791,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gssntlmssp-1.3.1-1,Built
gstreamer1,NA,P1,Kevin,10805,https://github.com/microsoft/azurelinux/pull/10805,OPEN,2024-10-21T22:52:06Z,Y,Y,Built,1.20.0,2.azl3,1,1,gstreamer1-1.24.10-1.fc41.src.rpm,Default Initialized,Default Initialized,1.24.10,1.fc41,EXISTS_IN_EXT,1.20.0,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10805,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gstreamer1-1.24.8-1,Not Found
gstreamer1-plugins-base,NA,P1,Kevin,10828,https://github.com/microsoft/azurelinux/pull/10828,OPEN,2024-10-23T23:40:03Z,Y,Y,Built,1.20.0,2.azl3,1,1,gstreamer1-plugins-base-1.24.10-1.fc41.src.rpm,Default Initialized,Default Initialized,1.24.10,1.fc41,EXISTS_IN_EXT,1.20.0,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10828,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gstreamer1-plugins-base-1.24.8-1,Not Found
gtk-vnc,NA,P1,Kevin,10838,https://github.com/microsoft/azurelinux/pull/10838,OPEN,2024-10-24T20:09:01Z,Y,Y,Failed,1.3.0,3.azl3,1,1,gtk-vnc-1.3.1-6.fc41.src.rpm,Default Initialized,Default Initialized,1.3.1,6.fc41,EXISTS_IN_EXT,1.3.0,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10838,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gtk-vnc-1.3.1-1,Failed
gtkspell,NA,P1,Kevin,NA,NA,NA,NA,N,N,Built,2.0.16,23.azl3,1,1,gtkspell-2.0.16-31.fc41.src.rpm,Default Initialized,Default Initialized,2.0.16,31.fc41,EXISTS_IN_EXT,2.0.16,Y,1,Kevin,NA,NA,NA,NA,NA,Built
guava20,NA,CP_batch1,Kevin,12280,https://github.com/microsoft/azurelinux/pull/12280,MERGED,2025-02-11T00:58:26Z,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,20.0,5.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,REMOVED_FROM_BOTH,Not Found,N,0,Kevin,NA,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/guava20-remove,Not Found
gupnp,NA,P1,Kevin,10839,https://github.com/microsoft/azurelinux/pull/10839,OPEN,2024-10-24T21:36:10Z,Y,Y,Failed,1.6.3,3.azl3,1,1,gupnp-1.6.7-1.fc41.src.rpm,Default Initialized,Default Initialized,1.6.7,1.fc41,EXISTS_IN_EXT,1.6.3,N,0,Kevin,NA,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gupnp-1.6.7-1,Built
gupnp-av,NA,P1,Kevin,10841,https://github.com/microsoft/azurelinux/pull/10841,OPEN,2024-10-24T23:14:41Z,Y,Y,Built,0.12.11,4.azl3,1,1,gupnp-av-0.14.1-7.fc41.src.rpm,Default Initialized,Default Initialized,0.14.1,7.fc41,EXISTS_IN_EXT,0.12.11,Y,1,Kevin,NA,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gupnp-av-0.14.1-1,Built
gupnp-dlna,NA,P1,Kevin,NA,NA,NA,NA,N,N,Failed,0.12.0,4.azl3,1,1,gupnp-dlna-0.12.0-8.fc41.src.rpm,Default Initialized,Default Initialized,0.12.0,8.fc41,EXISTS_IN_EXT,0.12.0,N,0,Kevin,NA,NA,NA,NA,NA,Failed
gupnp-igd,NA,P1,Kevin,10853,https://github.com/microsoft/azurelinux/pull/10853,OPEN,2024-10-25T23:12:42Z,Y,Y,Failed,1.2.0,7.azl3,1,1,gupnp-igd-1.6.0-5.fc41.src.rpm,Default Initialized,Default Initialized,1.6.0,5.fc41,EXISTS_IN_EXT,1.2.0,N,0,Kevin,NA,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gupnp-igd-1.6.0-1,Built
hawtjni-runtime,hawtjni,P1,Kevin,NA,NA,NA,NA,Y,Y,Failed,1.17,2.azl3,1,1,hawtjni-1.18-13.fc41.src.rpm,Default Initialized,Default Initialized,1.18,13.fc41,EXISTS_IN_EXT,1.17,N,0,Kevin,NA,NA,NA,NA,NA,Not Found
hdf,NA,CP_batch1,Kevin,10864,https://github.com/microsoft/azurelinux/pull/10864,MERGED,2024-10-28T23:40:00Z,Y,Y,Built,4.2.15,13.azl3,1,1,hdf-4.2.16.2-2.fc41.src.rpm,Default Initialized,Default Initialized,4.2.16.2,2.fc41,EXISTS_IN_EXT,4.3.0,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10864,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/hdf-4.3.0-1,Built
highlight,NA,P1,Kevin,11316,https://github.com/microsoft/azurelinux/pull/11316,OPEN,2024-12-04T23:11:14Z,Y,Y,Failed,3.54,3.azl3,1,1,highlight-4.13-1.fc41.src.rpm,Default Initialized,Default Initialized,4.13,1.fc41,EXISTS_IN_EXT,3.54,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/11316,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/highlight-4.15-1,Built
hping3,NA,P1,Kevin,NA,NA,NA,NA,N,N,Built,0.0.20051105,41.azl3,1,1,hping3-0.0.20051105-45.fc41.src.rpm,Default Initialized,Default Initialized,0.0.20051105,45.fc41,EXISTS_IN_EXT,0.0.20051105,Y,1,Kevin,NA,NA,NA,NA,NA,Built
hsakmt,NA,P1,Kevin,NA,NA,NA,NA,N,N,Built,1.0.6,11.azl3,1,1,hsakmt-1.0.6-46.rocm6.2.1.fc41.src.rpm,Default Initialized,Default Initialized,1.0.6,46.rocm6.2.1.fc41,EXISTS_IN_EXT,1.0.6,N,0,Kevin,NA,NA,NA,NA,NA,Built
httpcomponents-core,NA,P1,Kevin,NA,NA,NA,NA,Y,Y,Failed,4.4.13,2.azl3,1,1,httpcomponents-core-4.4.16-9.fc41.src.rpm,Default Initialized,Default Initialized,4.4.16,9.fc41,EXISTS_IN_EXT,4.4.13,N,0,Kevin,NA,NA,NA,NA,NA,Failed
hunspell-af,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.20080825,21.azl3,1,1,hunspell-af-0.20080825-32.fc41.src.rpm,Default Initialized,Default Initialized,0.20080825,32.fc41,EXISTS_IN_EXT,0.20080825,Y,1,Neeraj,NA,NA,NA,NA,NA,Built
hunspell-ar,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,3.5,12.azl3,1,1,hunspell-ar-3.5-23.fc41.src.rpm,Default Initialized,Default Initialized,3.5,23.fc41,EXISTS_IN_EXT,3.5,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-as,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,1.0.3,22.azl3,1,1,hunspell-as-1.0.3-33.fc41.src.rpm,Default Initialized,Default Initialized,1.0.3,33.fc41,EXISTS_IN_EXT,1.0.3,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-ast,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,2.0,5.azl3,1,1,hunspell-ast-2.0-15.fc41.src.rpm,Default Initialized,Default Initialized,2.0,15.fc41,EXISTS_IN_EXT,2.0,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-az,NA,P0,Akarsh,11588,https://github.com/microsoft/azurelinux/pull/11588,OPEN,2024-12-20T09:02:48Z,Y,Y,Built,0.20040827,23.azl3,1,1,hunspell-az-0.20180807-5.fc41.src.rpm,Default Initialized,Default Initialized,0.20180807,5.fc41,EXISTS_IN_EXT,0.20040827,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11588,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_hunspell-az,Built
hunspell-be,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,1.1,20.azl3,1,1,hunspell-be-1.1-31.fc41.src.rpm,Default Initialized,Default Initialized,1.1,31.fc41,EXISTS_IN_EXT,1.1,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-bg,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,4.3,19.azl3,1,1,hunspell-bg-4.3-30.fc41.src.rpm,Default Initialized,Default Initialized,4.3,30.fc41,EXISTS_IN_EXT,4.3,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-bn,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,1.0.0,15.azl3,1,1,hunspell-bn-1.0.0-26.fc41.src.rpm,Default Initialized,Default Initialized,1.0.0,26.fc41,EXISTS_IN_EXT,1.0.0,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-br,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.15,7.azl3,1,1,hunspell-br-0.15-17.fc41.src.rpm,Default Initialized,Default Initialized,0.15,17.fc41,EXISTS_IN_EXT,0.15,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-ca,NA,P0,Akarsh,13044,https://github.com/microsoft/azurelinux/pull/13044,OPEN,2025-03-20T00:13:49Z,Y,Y,Built,2.3,16.azl3,1,1,hunspell-ca-3.0.8-4.fc41.src.rpm,Default Initialized,Default Initialized,3.0.8,4.fc41,EXISTS_IN_EXT,2.3,Y,1,Akarsh,NOT_FOUND,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic2-hunspell-ca,Built
hunspell-cop,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.3,18.azl3,1,1,hunspell-cop-0.3-29.fc41.src.rpm,Default Initialized,Default Initialized,0.3,29.fc41,EXISTS_IN_EXT,0.3,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-csb,NA,P0,Akarsh,11590,https://github.com/microsoft/azurelinux/pull/11590,OPEN,2024-12-20T09:48:17Z,Y,Y,Built,0.20050311,22.azl3,1,1,hunspell-csb-0.20190319-5.fc41.src.rpm,Default Initialized,Default Initialized,0.20190319,5.fc41,EXISTS_IN_EXT,0.20050311,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11590,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_hunspell-csb,Built
hunspell-cv,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,1.06,6.azl3,1,1,hunspell-cv-1.06-17.fc41.src.rpm,Default Initialized,Default Initialized,1.06,17.fc41,EXISTS_IN_EXT,1.06,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-cy,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.20040425,23.azl3,1,1,hunspell-cy-0.20040425-34.fc41.src.rpm,Default Initialized,Default Initialized,0.20040425,34.fc41,EXISTS_IN_EXT,0.20040425,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-da,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,1.7.42,14.azl3,1,1,hunspell-da-1.7.42-25.fc41.src.rpm,Default Initialized,Default Initialized,1.7.42,25.fc41,EXISTS_IN_EXT,1.7.42,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-de,NA,P0,Akarsh,13045,https://github.com/microsoft/azurelinux/pull/13045,DRAFT,2025-03-20T00:25:11Z,Revisit Ver Compare,Revisit Ver Compare,Built,0.20161207,6.azl3,1,1,hunspell-de-20240224-2.fc41.src.rpm,Default Initialized,Default Initialized,20240224,2.fc41,EXISTS_IN_EXT,0.20161207,Y,1,Akarsh,NOT_FOUND,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_hunspell-de,Built
hunspell-dsb,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,1.4.8,6.azl3,1,1,hunspell-dsb-1.4.8-18.fc41.src.rpm,Default Initialized,Default Initialized,1.4.8,18.fc41,EXISTS_IN_EXT,1.4.8,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-el,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.9,7.azl3,1,1,hunspell-el-0.9-17.fc41.src.rpm,Default Initialized,Default Initialized,0.9,17.fc41,EXISTS_IN_EXT,0.9,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-eo,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.20100218,6.azl3,1,1,hunspell-eo-0.20100218-16.fc41.src.rpm,Default Initialized,Default Initialized,0.20100218,16.fc41,EXISTS_IN_EXT,0.20100218,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-es,NA,P0,Akarsh,13046,https://github.com/microsoft/azurelinux/pull/13046,OPEN,2025-03-20T00:50:51Z,Y,Y,Built,2.3,8.azl3,1,1,hunspell-es-2.8-4.fc41.src.rpm,Default Initialized,Default Initialized,2.8,4.fc41,EXISTS_IN_EXT,2.3,Y,1,Akarsh,NOT_FOUND,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_hunspell-es,Built
hunspell-et,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.20030606,24.azl3,1,1,hunspell-et-0.20030606-35.fc41.src.rpm,Default Initialized,Default Initialized,0.20030606,35.fc41,EXISTS_IN_EXT,0.20030606,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-eu,NA,P0,Akarsh,11707,https://github.com/microsoft/azurelinux/pull/11707,OPEN,2024-12-24T10:19:01Z,Y,Y,Built,0.20080507,20.azl3,1,1,hunspell-eu-5.1-12.fc41.src.rpm,Default Initialized,Default Initialized,5.1,12.fc41,EXISTS_IN_EXT,0.20080507,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11707,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_hunspell-eu,Built
hunspell-fa,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.20070116,23.azl3,1,1,hunspell-fa-0.20070116-35.fc41.src.rpm,Default Initialized,Default Initialized,0.20070116,35.fc41,EXISTS_IN_EXT,0.20070116,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-fj,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,1.2,20.azl3,1,1,hunspell-fj-1.2-31.fc41.src.rpm,Default Initialized,Default Initialized,1.2,31.fc41,EXISTS_IN_EXT,1.2,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-fo,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.4.2,13.azl3,1,1,hunspell-fo-0.4.2-24.fc41.src.rpm,Default Initialized,Default Initialized,0.4.2,24.fc41,EXISTS_IN_EXT,0.4.2,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-fr,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,6.2,6.azl3,1,1,hunspell-fr-6.2-17.fc41.src.rpm,Default Initialized,Default Initialized,6.2,17.fc41,EXISTS_IN_EXT,6.2,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-fur,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.20050912,21.azl3,1,1,hunspell-fur-0.20050912-32.fc41.src.rpm,Default Initialized,Default Initialized,0.20050912,32.fc41,EXISTS_IN_EXT,0.20050912,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-fy,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,3.0.0,6.azl3,1,1,hunspell-fy-3.0.0-18.fc41.src.rpm,Default Initialized,Default Initialized,3.0.0,18.fc41,EXISTS_IN_EXT,3.0.0,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-ga,NA,P0,Akarsh,11705,https://github.com/microsoft/azurelinux/pull/11705,OPEN,2024-12-24T07:15:56Z,Y,Y,Built,5.0,7.azl3,1,1,hunspell-ga-5.1-6.fc41.src.rpm,Default Initialized,Default Initialized,5.1,6.fc41,EXISTS_IN_EXT,5.0,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11705,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_hunspell-ga,Built
hunspell-gd,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,2.6,15.azl3,1,1,hunspell-gd-2.6-26.fc41.src.rpm,Default Initialized,Default Initialized,2.6,26.fc41,EXISTS_IN_EXT,2.6,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-gl,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.20080515,21.azl3,1,1,hunspell-gl-0.20080515-33.fc41.src.rpm,Default Initialized,Default Initialized,0.20080515,33.fc41,EXISTS_IN_EXT,0.20080515,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-grc,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,2.1.5,21.azl3,1,1,hunspell-grc-2.1.5-32.fc41.src.rpm,Default Initialized,Default Initialized,2.1.5,32.fc41,EXISTS_IN_EXT,2.1.5,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-gu,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,1.0.0,15.azl3,1,1,hunspell-gu-1.0.0-25.fc41.src.rpm,Default Initialized,Default Initialized,1.0.0,25.fc41,EXISTS_IN_EXT,1.0.0,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-gv,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.20040505,22.azl3,1,1,hunspell-gv-0.20040505-34.fc41.src.rpm,Default Initialized,Default Initialized,0.20040505,34.fc41,EXISTS_IN_EXT,0.20040505,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-haw,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.03,6.azl3,1,1,hunspell-haw-0.03-17.fc41.src.rpm,Default Initialized,Default Initialized,0.03,17.fc41,EXISTS_IN_EXT,0.03,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-hi,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,1.0.0,15.azl3,1,1,hunspell-hi-1.0.0-25.fc41.src.rpm,Default Initialized,Default Initialized,1.0.0,25.fc41,EXISTS_IN_EXT,1.0.0,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-hil,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.14,20.azl3,1,1,hunspell-hil-0.14-30.fc41.src.rpm,Default Initialized,Default Initialized,0.14,30.fc41,EXISTS_IN_EXT,0.14,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-hr,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.20040608,23.azl3,1,1,hunspell-hr-0.20040608-33.fc41.src.rpm,Default Initialized,Default Initialized,0.20040608,33.fc41,EXISTS_IN_EXT,0.20040608,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-hsb,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.20060327.3,17.azl3,1,1,hunspell-hsb-0.20060327.3-28.fc41.src.rpm,Default Initialized,Default Initialized,0.20060327.3,28.fc41,EXISTS_IN_EXT,0.20060327.3,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-ht,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.06,18.azl3,1,1,hunspell-ht-0.06-29.fc41.src.rpm,Default Initialized,Default Initialized,0.06,29.fc41,EXISTS_IN_EXT,0.06,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
hunspell-hu,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,1.6.1,18.azl3,1,1,hunspell-hu-1.6.1-29.fc41.src.rpm,Default Initialized,Default Initialized,1.6.1,29.fc41,EXISTS_IN_EXT,1.6.1,Y,1,Neeraj,NOT_FOUND,NA,NA,NA,NA,Built
