Package,New Name of Package,Package Priority,Developer in Master List,PR Number,Link of PR Raised,PR Status,PR Creation Date,Upgrade Required,Final Upgrade Decision (Y/N),Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded,Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success,Bulk Build Number of SRPMs,Developer from under review sheet,Under Review PR Link,Reviewer,Review Status,PR Origin,TopicBranch,Additional Bulk Build Status
edac-utils,NA,P1,Sumit,10860,https://github.com/microsoft/azurelinux/pull/10860,MERGED,2024-10-28T21:12:43Z,Y,Y,Built,0.16,23.azl3,1,1,edac-utils-0.18-38.fc41.src.rpm,Default Initialized,Default Initialized,0.18,38.fc41,EXISTS_IN_EXT,0.18,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/10860,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_edac-utils,Built
efax,NA,P1,Sumit,NA,NA,NA,NA,Revisit Ver Compare,Revisit Ver Compare,Built,0.9a,34.azl3,1,1,efax-0.9a-44.001114.fc41.src.rpm,Default Initialized,Default Initialized,0.9a,44.001114.fc41,EXISTS_IN_EXT,0.9a,Y,1,Sumit, ,NA,NA,NA,NA,Built
efi-rpm-macros,NA,CP_batch1,Sumit,10928,https://github.com/microsoft/azurelinux/pull/10928,MERGED,2024-11-04T22:04:47Z,Y,Y,Built,4,6.azl3,1,1,efi-rpm-macros-5-13.fc41.src.rpm,Default Initialized,Default Initialized,5,13.fc41,EXISTS_IN_EXT,5,N,0,Sumit,https://github.com/microsoft/azurelinux/pull/10928,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_efi-rpm-macros,Built
egl-wayland,NA,P1,Sumit,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,egl-wayland-1.1.17^20241118giteeb29e1-5.fc41.sr,Default Initialized,Default Initialized,1.1.17^20241118giteeb29e1,5.fc41.sr,MOVED_TO_CORE,Not Found,N,0,Sumit, ,NA,NA,NA,NA,Not Found
eglexternalplatform,NA,P1,Sumit,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,eglexternalplatform-1.2-2.fc41.src.rpm,Default Initialized,Default Initialized,1.2,2.fc41,MOVED_TO_CORE,Not Found,N,0,Sumit, ,NA,NA,NA,NA,Not Found
elinks,NA,P1,Jyoti,13076,https://github.com/microsoft/azurelinux/pull/13076,OPEN,2025-03-23T06:48:28Z,Y,Y,Failed,0.16.0,3.azl3,1,1,elinks-0.17.0-5.fc41.src.rpm,Default Initialized,Default Initialized,0.17.0,5.fc41,EXISTS_IN_EXT,0.16.0,N,0,Sumit, ,NA,NA,https://github.com/jykanase/azurelinux.git,topic_elinks,Failed
enca,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,1.19,6.azl3,1,1,enca-1.19-15.fc41.src.rpm,Default Initialized,Default Initialized,1.19,15.fc41,EXISTS_IN_EXT,1.19,Y,1,Sumit, ,NA,NA,NA,NA,Built
enchant,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,1.6.0,27.azl3,1,1,enchant-1.6.0-36.fc41.src.rpm,Default Initialized,Default Initialized,1.6.0,36.fc41,EXISTS_IN_EXT,1.6.0,Y,1,Sumit, ,NA,NA,NA,NA,Built
enscript,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,1.6.6,25.azl3,1,1,enscript-1.6.6-35.fc41.src.rpm,Default Initialized,Default Initialized,1.6.6,35.fc41,EXISTS_IN_EXT,1.6.6,Y,1,Sumit, ,NA,NA,NA,NA,Built
evemu,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,2.7.0,14.azl3,1,1,evemu-2.7.0-31.fc41.src.rpm,Default Initialized,Default Initialized,2.7.0,31.fc41,EXISTS_IN_EXT,2.7.0,Y,1,Sumit, ,NA,NA,NA,NA,Built
exempi,NA,P1,Jyoti,10796,https://github.com/microsoft/azurelinux/pull/10796,MERGED,2024-10-21T09:18:43Z,Y,Y,Built,2.6.1,2.azl3,1,1,exempi-2.6.4-6.fc41.src.rpm,Default Initialized,Default Initialized,2.6.4,6.fc41,EXISTS_IN_EXT,2.6.5,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/10796,Suresh,Dev Approved,https://github.com/jykanase/azurelinux.git,topic_exempi,Built
exiv2,NA,P1,Jyoti,10820,https://github.com/microsoft/azurelinux/pull/10820,MERGED,2024-10-23T09:51:07Z,Y,Y,Built,0.28.0,1.azl3,1,1,exiv2-0.28.3-1.fc41.src.rpm,Default Initialized,Default Initialized,0.28.3,1.fc41,EXISTS_IN_EXT,0.28.3,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/10820,NA,NA,https://github.com/jykanase/azurelinux.git,topic_exiv2,Built
fabtests,NA,P1,Jyoti,10982,https://github.com/microsoft/azurelinux/pull/10982,MERGED,2024-11-08T10:08:37Z,Y,Y,Built,1.12.0,1.azl3,1,1,fabtests-1.18.0-8.fc41.src.rpm,Default Initialized,Default Initialized,1.18.0,8.fc41,EXISTS_IN_EXT,1.18.0,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/10982,NA,NA,https://github.com/jykanase/azurelinux.git,topic_fabtests,Built
facter,NA,P1,Jyoti,10889,https://github.com/microsoft/azurelinux/pull/10889,OPEN,2024-10-30T08:46:17Z,Y,Y,Built,4.2.13,1.azl3,1,1,facter-4.8.0-1.fc41.src.rpm,Default Initialized,Default Initialized,4.8.0,1.fc41,EXISTS_IN_EXT,4.2.13,N,0,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_facter,Failed
fakechroot,NA,P1,Jyoti,NA,NA,NA,NA,N,N,Built,2.20.1,4.azl3,1,1,fakechroot-2.20.1-21.fc41.src.rpm,Default Initialized,Default Initialized,2.20.1,21.fc41,EXISTS_IN_EXT,2.20.1,Y,1,Jyoti,NA,NA,NA,NA,NA,Built
fapolicyd,NA,P1,Jyoti,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,fapolicyd-1.3.4-1.fc41.src.rpm,Default Initialized,Default Initialized,1.3.4,1.fc41,REMOVED_FROM_BOTH,Not Found,N,0,Jyoti,NA,NA,NA,NA,NA,Not Found
fdk-aac-free,NA,P1,Jyoti,NA,NA,NA,NA,N,N,Built,2.0.0,4.azl3,1,1,fdk-aac-free-2.0.0-14.fc41.src.rpm,Default Initialized,Default Initialized,2.0.0,14.fc41,REMOVED_FROM_BOTH,Not Found,Y,1,Jyoti,NA,NA,NA,NA,NA,Not Found
fence-virt,fence-agents,P1,Jyoti,NA,NA,NA,NA,Y,Y,Failed,1.0.0,4.azl3,1,1,fence-agents-4.16.0-1.fc41.src.rpm,Default Initialized,Default Initialized,4.16.0,1.fc41,EXISTS_IN_EXT,1.0.0,N,0,Jyoti,NA,NA,NA,NA,NA,Not Found
fetchmail,NA,P1,Jyoti,10856,https://github.com/microsoft/azurelinux/pull/10856,MERGED,2024-10-28T08:32:19Z,Y,Y,Built,6.4.22,1.azl3,1,1,fetchmail-6.4.39-1.fc41.src.rpm,Default Initialized,Default Initialized,6.4.39,1.fc41,EXISTS_IN_EXT,6.4.39,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/10856,NA,NA,https://github.com/jykanase/azurelinux.git,topic_fetchmail,Built
fftw,NA,P1,Jyoti,NA,NA,NA,NA,N,N,Built,3.3.10,4.azl3,1,1,fftw-3.3.10-13.fc41.src.rpm,Default Initialized,Default Initialized,3.3.10,13.fc41,EXISTS_IN_EXT,3.3.10,N,0,Jyoti,NA,NA,NA,NA,NA,Built
filebench,NA,CP_batch1,Jyoti,NA,NA,NA,NA,N,N,Built,1.4.9.1,14.azl3,1,1,filebench-1.4.9.1-24.fc41.src.rpm,Default Initialized,Default Initialized,1.4.9.1,24.fc41,EXISTS_IN_EXT,1.4.9.1,N,0,Jyoti,NA,NA,NA,NA,NA,Built
fipscheck,libkcapi,CP_batch1,Jyoti,12538,https://github.com/microsoft/azurelinux/pull/12538,MERGED,2025-02-21T04:16:47Z,N,N,Failed,1.5.0,9.azl3,1,1,libkcapi-1.5.0-4.fc41.src.rpm,Default Initialized,Default Initialized,1.5.0,4.fc41,REMOVED_FROM_BOTH,Not Found,N,0,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_fipscheck,Not Found
flac,NA,P1,Jyoti,NA,NA,NA,NA,N,N,Built,1.4.3,1.azl3,1,1,flac-1.4.3-5.fc41.src.rpm,Default Initialized,Default Initialized,1.4.3,5.fc41,EXISTS_IN_EXT,1.4.3,Y,1,Jyoti,NA,NA,NA,NA,NA,Built
flite,NA,P1,Jyoti,11269,https://github.com/microsoft/azurelinux/pull/11269,MERGED,2024-11-29T12:23:48Z,Y,Y,Built,1.3,36.azl3,1,1,flite-2.2-9.fc41.src.rpm,Default Initialized,Default Initialized,2.2,9.fc41,EXISTS_IN_EXT,2.2,N,0,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_flite,Failed
fltk,NA,P1,Jyoti,11267,https://github.com/microsoft/azurelinux/pull/11267,MERGED,2024-11-29T09:16:04Z,Y,Y,Built,1.3.5,4.azl3,1,1,fltk-1.3.8-10.fc41.src.rpm,Default Initialized,Default Initialized,1.3.8,10.fc41,EXISTS_IN_EXT,1.3.8,N,0,Jyoti,https://github.com/microsoft/azurelinux/pull/11267,NA,NA,https://github.com/jykanase/azurelinux.git,topic_fltk,Built
fonts-rpm-macros,NA,CP_batch2,Jyoti,13078,https://github.com/microsoft/azurelinux/pull/13078,OPEN,2025-03-23T07:57:56Z,N,N,Failed,2.0.5,13.azl3,1,1,fonts-rpm-macros-2.0.5-17.fc41.src.rpm,Default Initialized,Default Initialized,2.0.5,17.fc41,EXISTS_IN_EXT,2.0.5,N,0,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_fonts-rpm-macros,Failed
foomatic-db,NA,P1,Jyoti,10857,https://github.com/microsoft/azurelinux/pull/10857,OPEN,2024-10-28T13:39:44Z,N,Y,Built,4.0,71.azl3,1,1,foomatic-db-4.0-80.20230810.fc41.src.rpm,Default Initialized,Default Initialized,4.0,80.20230810.fc41,EXISTS_IN_EXT,4.0,Y,1,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_foomatic-db,Not Found
freeglut,NA,P1,Jyoti,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,freeglut-3.6.0-2.fc41.src.rpm,Default Initialized,Default Initialized,3.6.0,2.fc41,MOVED_TO_CORE,Not Found,N,0,Jyoti,NA,NA,NA,NA,NA,Not Found
freeradius,NA,P1,Jyoti,12201,https://github.com/microsoft/azurelinux/pull/12201,OPEN,2025-02-03T11:13:17Z,Y,Y,Failed,3.2.3,2.azl3,1,1,freeradius-3.2.5-2.fc41.src.rpm,Default Initialized,Default Initialized,3.2.5,2.fc41,EXISTS_IN_EXT,3.2.3,N,0,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_freeradius,Built
freexl,NA,P1,Jyoti,10855,https://github.com/microsoft/azurelinux/pull/10855,OPEN,2024-10-28T05:42:51Z,Y,Y,Built,1.0.6,19.azl3,1,1,freexl-2.0.0-8.fc41.src.rpm,Default Initialized,Default Initialized,2.0.0,8.fc41,EXISTS_IN_EXT,1.0.6,N,0,Jyoti,NA,NA,NA,https://github.com/jykanase/azurelinux.git,topic_freexl,Failed
fros,NA,P1,Jyoti,NA,NA,NA,NA,N,N,Built,1.1,23.azl3,1,1,fros-1.1-37.fc41.src.rpm,Default Initialized,Default Initialized,1.1,37.fc41,EXISTS_IN_EXT,1.1,Y,1,Jyoti,NA,NA,NA,NA,NA,Built
fstrm,NA,P1,Jyoti,NA,NA,NA,NA,N,N,Built,0.6.1,1.azl3,1,1,fstrm-0.6.1-11.fc41.src.rpm,Default Initialized,Default Initialized,0.6.1,11.fc41,EXISTS_IN_EXT,0.6.1,Y,1,Jyoti,NA,NA,NA,NA,NA,Built
fuse-overlayfs,NA,P1,Jyoti,10921,https://github.com/microsoft/azurelinux/pull/10921,MERGED,2024-11-04T08:25:54Z,Y,Y,Built,1.4.0,2.azl3,1,1,fuse-overlayfs-1.13-2.fc41.src.rpm,Default Initialized,Default Initialized,1.13,2.fc41,EXISTS_IN_EXT,1.14,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/10921,NA,NA,https://github.com/jykanase/azurelinux.git,topic_fuse-overlayfs,Built
fuse-sshfs,NA,P1,Jyoti,11268,https://github.com/microsoft/azurelinux/pull/11268,MERGED,2024-11-29T10:45:42Z,Y,Y,Built,3.7.1,2.azl3,1,1,fuse-sshfs-3.7.3-10.fc41.src.rpm,Default Initialized,Default Initialized,3.7.3,10.fc41,EXISTS_IN_EXT,3.7.3,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11268,NA,NA,https://github.com/jykanase/azurelinux.git,topic_fuse-sshfs,Built
fxload,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Built,2008_10_13,17.azl3,1,1,fxload-2008_10_13-28.fc41.src.rpm,Default Initialized,Default Initialized,2008_10_13,28.fc41,EXISTS_IN_EXT,2008_10_13,Y,1,Jagadeesh,NA,NA,NA,NA,NA,Built
gavl,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Built,1.4.0,21.azl3,1,1,gavl-1.4.0-27.fc41.src.rpm,Default Initialized,Default Initialized,1.4.0,27.fc41,EXISTS_IN_EXT,1.4.0,N,0,Jagadeesh,NA,NA,NA,NA,NA,Built
gconf-editor,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Built,3.0.1,20.azl3,1,1,gconf-editor-3.0.1-30.fc41.src.rpm,Default Initialized,Default Initialized,3.0.1,30.fc41,EXISTS_IN_EXT,3.0.1,N,0,Jagadeesh,NA,NA,NA,NA,NA,Built
gcr,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Failed,3.36.0,3.azl3,1,1,gcr-4.3.0-3.fc41.src.rpm,Default Initialized,Default Initialized,4.3.0,3.fc41,EXISTS_IN_EXT,3.38.1,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
gdal,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Built,3.6.3,2.azl3,1,1,gdal-3.9.3-1.fc41.src.rpm,Default Initialized,Default Initialized,3.9.3,1.fc41,EXISTS_IN_EXT,3.6.3,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
gdisk,NA,P1,Jagadeesh,10950,https://github.com/microsoft/azurelinux/pull/10950,MERGED,2024-11-06T06:52:09Z,Y,Y,Built,1.0.9,3.azl3,1,1,gdisk-1.0.10-2.fc41.src.rpm,Default Initialized,Default Initialized,1.0.10,2.fc41,EXISTS_IN_EXT,1.0.10,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/10950,Suresh,Dev Approved,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_gconf-editor,Built
generic-logos,NA,CP_batch2,Jagadeesh,NA,NA,NA,NA,N,N,Built,18.0.0,11.azl3,1,1,generic-logos-18.0.0-23.fc41.src.rpm,Default Initialized,Default Initialized,18.0.0,23.fc41,EXISTS_IN_EXT,18.0.0,Y,1,Jagadeesh,NA,NA,NA,NA,NA,Failed
genwqe-tools,NA,P1,Jagadeesh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,4.0.20,12.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,4.0.20,N,0,Jagadeesh,NA,NA,NA,NA,NA,Built
geoclue2,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Built,2.7.0,1.azl3,1,1,geoclue2-2.7.0-6.fc41.src.rpm,Default Initialized,Default Initialized,2.7.0,6.fc41,EXISTS_IN_EXT,2.7.0,N,0,Jagadeesh,NA,NA,NA,NA,NA,Built
geolite2,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Built,20191217,3.azl3,1,1,geolite2-20191217-13.fc41.src.rpm,Default Initialized,Default Initialized,20191217,13.fc41,EXISTS_IN_EXT,20191217,Y,1,Jagadeesh,NA,NA,NA,NA,NA,Built
geronimo-specs,NA,P1,Jagadeesh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.2,40.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.2,N,0,Jagadeesh,NA,NA,NA,NA,NA,Built
ghc-srpm-macros,NA,P1,Jagadeesh,10788,https://github.com/microsoft/azurelinux/pull/10788,OPEN,2024-10-18T13:39:36Z,Y,Y,Built,1.5.0,3.azl3,1,1,ghc-srpm-macros-1.9.1-2.fc41.src.rpm,Default Initialized,Default Initialized,1.9.1,2.fc41,EXISTS_IN_EXT,1.5.0,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/10788,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_apache-commons-lang,Not Found
gl-manpages,NA,CP_batch2,Jagadeesh,13119,https://github.com/microsoft/azurelinux/pull/13119,OPEN,2025-03-26T11:31:08Z,N,N,Failed,1.1,21.azl3,1,1,gl-manpages-1.1-32.20190306.fc41.src.rpm,Default Initialized,Default Initialized,1.1,32.20190306.fc41,EXISTS_IN_EXT,1.1,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_gl-manpages,Failed
glassfish-annotation-api,NA,CP_batch1,Jagadeesh,12674,https://github.com/microsoft/azurelinux/pull/12674,MERGED,2025-02-28T01:54:13Z,Y,Y,Failed,1.3.2,3.azl3,1,1,jakarta-annotations-1.3.5-23.fc41.src.rpm,Default Initialized,Default Initialized,1.3.5,23.fc41,EXISTS_IN_EXT,1.3.2,N,0,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_glassfish-annotation-api,Built
glew,NA,CP_batch1,Jagadeesh,10871,https://github.com/microsoft/azurelinux/pull/10871,MERGED,2024-10-29T12:23:51Z,Y,Y,Built,2.1.0,7.azl3,1,1,glew-2.2.0-8.fc41.src.rpm,Default Initialized,Default Initialized,2.2.0,8.fc41,EXISTS_IN_EXT,2.2.0,N,0,Jagadeesh,https://github.com/microsoft/azurelinux/pull/10871,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_glew,Built
glm,NA,P1,Jagadeesh,11755,https://github.com/microsoft/azurelinux/pull/11755,MERGED,2025-01-03T04:33:35Z,Y,Y,Built,0.9.9.6,5.azl3,1,1,glm-1.0.1-2.fc41.src.rpm,Default Initialized,Default Initialized,1.0.1,2.fc41,EXISTS_IN_EXT,1.0.1,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11755,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_glm,Built
gnome-desktop-testing,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Failed,2018.1,4.azl3,1,1,gnome-desktop-testing-2018.1-14.fc41.src.rpm,Default Initialized,Default Initialized,2018.1,14.fc41,EXISTS_IN_EXT,2018.1,Y,1,Jagadeesh,NA,NA,NA,NA,NA,Failed
gnome-doc-utils,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Built,0.20.10,24.azl3,1,1,gnome-doc-utils-0.20.10-39.fc41.src.rpm,Default Initialized,Default Initialized,0.20.10,39.fc41,EXISTS_IN_EXT,0.20.10,Y,1,Jagadeesh,NA,NA,NA,NA,NA,Built
gnome-icon-theme,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Built,3.12.0,16.azl3,1,1,gnome-icon-theme-3.12.0-24.fc41.src.rpm,Default Initialized,Default Initialized,3.12.0,24.fc41,EXISTS_IN_EXT,3.12.0,Y,1,Jagadeesh,NA,NA,NA,NA,NA,Built
gnome-keyring,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Failed,3.36.0,2.azl3,1,1,gnome-keyring-46.2-2.fc41.src.rpm,Default Initialized,Default Initialized,46.2,2.fc41,EXISTS_IN_EXT,3.36.0,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
gnu-getopt,NA,P1,Jagadeesh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.0.14,3.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.0.14,N,0,Jagadeesh,NA,NA,NA,NA,NA,Built
gnu-regexp,NA,P1,Jagadeesh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.1.4,294.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.1.4,N,0,Jagadeesh,NA,NA,NA,NA,NA,Built
go-rpm-macros,NA,CP_batch1,Jagadeesh,11160,https://github.com/microsoft/azurelinux/pull/11160,MERGED,2024-11-20T17:08:12Z,Y,Y,Built,3.0.9,3.azl3,1,1,go-rpm-macros-3.6.0-3.fc41.src.rpm,Default Initialized,Default Initialized,3.6.0,3.fc41,EXISTS_IN_EXT,3.6.0,N,0,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11160,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_go-rpm-macros,Built
gom,NA,P1,Jagadeesh,11155,https://github.com/microsoft/azurelinux/pull/11155,MERGED,2024-11-20T10:12:00Z,Y,Y,Built,0.4,3.azl3,1,1,gom-0.5.3-1.fc41.src.rpm,Default Initialized,Default Initialized,0.5.3,1.fc41,EXISTS_IN_EXT,0.5.3,N,0,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11155,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_gom,Built
google-api-python-client,NA,CP_batch1,Jagadeesh,11175,https://github.com/microsoft/azurelinux/pull/11175,MERGED,2024-11-21T10:11:43Z,Y,Y,Built,2.73.0,2.azl3,1,1,google-api-python-client-2.140.0-1.fc41.src.rpm,Default Initialized,Default Initialized,2.140.0,1.fc41,EXISTS_IN_EXT,2.140.0,N,0,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11175,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_google-api-python-client,Built
google-crosextra-caladea-fonts,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Failed,1.002,1.azl3,1,1,google-crosextra-caladea-fonts-1.002-0.19.20130,Default Initialized,Default Initialized,1.002,0.19.20130,EXISTS_IN_EXT,1.002,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
google-crosextra-carlito-fonts,NA,P1,Jagadeesh,NA,NA,NA,NA,N,N,Failed,1.103,1.azl3,1,1,google-carlito-fonts-1.103-0.25.20130920.fc41.s,Default Initialized,Default Initialized,1.103,0.25.20130920.fc41.s,EXISTS_IN_EXT,1.103,N,0,Jagadeesh,NA,NA,NA,NA,NA,Failed
google-noto-cjk-fonts,google-noto-sans-cjk-vf-fonts,P1,Jagadeesh,NA,NA,NA,NA,Revisit Ver Compare,Revisit Ver Compare,Failed,20190416,7.azl3,1,1,google-noto-sans-cjk-vf-fonts-2.004-8.fc41.src.,Default Initialized,Default Initialized,2.004,8.fc41.src.,EXISTS_IN_EXT,20190416,N,0,Jagadeesh,NA,NA,NA,NA,NA,Not Found
google-noto-emoji-fonts,NA,P1,Jagadeesh,NA,NA,NA,NA,Y,Y,Failed,20200723,2.azl3,1,1,google-noto-emoji-fonts-20241008-1.fc41.src.rpm,Default Initialized,Default Initialized,20241008,1.fc41,EXISTS_IN_EXT,20200723,N,0,Jagadeesh,NA,NA,NA,NA,NA,Not Found
gphoto2,NA,P1,Kevin,10776,https://github.com/microsoft/azurelinux/pull/10776,OPEN,2024-10-17T20:49:49Z,Y,Y,Built,2.5.27,2.azl3,1,1,gphoto2-2.5.28-2.fc41.src.rpm,Default Initialized,Default Initialized,2.5.28,2.fc41,EXISTS_IN_EXT,2.5.27,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10776,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gphoto2-2.5.28-1,Built
gpm,NA,P1,Kevin,NA,NA,NA,NA,N,N,Built,1.20.7,24.azl3,1,1,gpm-1.20.7-48.fc41.src.rpm,Default Initialized,Default Initialized,1.20.7,48.fc41,EXISTS_IN_EXT,1.20.7,Y,1,Kevin,NA,NA,NA,NA,NA,Built
gpsbabel,NA,P1,Kevin,NA,NA,NA,NA,Y,Y,Failed,1.8.0,4.azl3,1,1,gpsbabel-1.9.0-7.fc41.src.rpm,Default Initialized,Default Initialized,1.9.0,7.fc41,EXISTS_IN_EXT,1.8.0,N,0,Kevin,NA,NA,NA,NA,NA,Failed
graphene,NA,P1,Kevin,10779,https://github.com/microsoft/azurelinux/pull/10779,MERGED,2024-10-17T21:29:26Z,Y,Y,Built,1.10.4,3.azl3,1,1,graphene-1.10.6-9.fc41.src.rpm,Default Initialized,Default Initialized,1.10.6,9.fc41,EXISTS_IN_EXT,1.10.8,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10779,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/graphene-1.10.8-1,Built
graphite2,NA,P1,Kevin,NA,NA,NA,NA,N,N,Built,1.3.14,3.azl3,1,1,graphite2-1.3.14-16.fc41.src.rpm,Default Initialized,Default Initialized,1.3.14,16.fc41,EXISTS_IN_EXT,1.3.14,N,0,Kevin,NA,NA,NA,NA,NA,Built
gsl,NA,P1,Kevin,10740,https://github.com/microsoft/azurelinux/pull/10740,MERGED,2024-10-15T21:44:25Z,Y,Y,Built,2.6,3.azl3,1,1,gsl-2.7.1-11.fc41.src.rpm,Default Initialized,Default Initialized,2.7.1,11.fc41,EXISTS_IN_EXT,2.8,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10740,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gsl-2.8-1,Built
gspell,NA,P1,Kevin,10741,https://github.com/microsoft/azurelinux/pull/10741,OPEN,2024-10-15T23:29:54Z,Y,Y,Built,1.8.4,2.azl3,1,1,gspell-1.14.0-1.fc41.src.rpm,Default Initialized,Default Initialized,1.14.0,1.fc41,EXISTS_IN_EXT,1.8.4,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10741,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gspell-1.14.0-1,Built
gssdp,NA,P1,Kevin,10790,https://github.com/microsoft/azurelinux/pull/10790,MERGED,2024-10-18T22:43:11Z,Y,Y,Built,1.6.2,3.azl3,1,1,gssdp-1.6.3-3.fc41.src.rpm,Default Initialized,Default Initialized,1.6.3,3.fc41,EXISTS_IN_EXT,1.6.3,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10790,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gssdp-1.6.3-1,Built
gssntlmssp,NA,P1,Kevin,10791,https://github.com/microsoft/azurelinux/pull/10791,MERGED,2024-10-18T23:23:54Z,Y,Y,Built,0.9.0,2.azl3,1,1,gssntlmssp-1.3.1-3.fc41.src.rpm,Default Initialized,Default Initialized,1.3.1,3.fc41,EXISTS_IN_EXT,1.3.1,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10791,NA,NA,https://github.com/kevin-b-lockwood/azurelinux.git,kevin-b-lockwood/gssntlmssp-1.3.1-1,Built
