Package,Package Priority,Developer in Master List,Link of PR Raised,Upgrade Required, Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded, Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success, Bulk Build Number of SRPMs, Developer from under review sheet, Under Review PR Link, Reviewer, Review Status
libdvdnav,P1,Jyoti,https://github.com/microsoft/azurelinux/pull/11072,Y,Built,6.0.1,4.azl3,1,1,libdvdnav-6.1.1-9.fc41.src.rpm,Default Initialized,Default Initialized,6.1.1,9.fc41,EXISTS_IN_EXT,6.0.1,Y,1,Jyoti,NA,NA,NA
libdvdread,P1,Jyoti,https://github.com/microsoft/azurelinux/pull/11073,Y,Built,6.0.2,4.azl3,1,1,libdvdread-6.1.3-7.fc41.src.rpm,Default Initialized,Default Initialized,6.1.3,7.fc41,EXISTS_IN_EXT,6.0.2,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11073,NA,NA
libeasyfc,P0,Jyoti,https://github.com/microsoft/azurelinux/pull/11143,Y,Built,0.14.0,8.azl3,1,1,libeasyfc-0.14.1-4.fc41.src.rpm,Default Initialized,Default Initialized,0.14.1,4.fc41,EXISTS_IN_EXT,0.14.0,Y,1,Jyoti,https://github.com/microsoft/azurelinux/pull/11143,NA,NA
libecap,P1,Jagadeesh,NA,N,Built,1.0.1,7.azl3,1,1,libecap-1.0.1-18.fc41.src.rpm,Default Initialized,Default Initialized,1.0.1,18.fc41,EXISTS_IN_EXT,1.0.1,Y,1,Jagadeesh,NA,NA,NA
libecb,P1,Jagadeesh,NA,N,Built,9.30,2.azl3,1,1,libecb-0.20230911-4.fc41.src.rpm,Default Initialized,Default Initialized,0.20230911,4.fc41,EXISTS_IN_EXT,9.30,Y,1,Jagadeesh,NA,NA,NA
libeot,P1,Jagadeesh,NA,N,Built,0.01,14.azl3,1,1,libeot-0.01-32.fc41.src.rpm,Default Initialized,Default Initialized,0.01,32.fc41,EXISTS_IN_EXT,0.01,Y,1,Jagadeesh,NA,NA,NA
libepubgen,P1,Jagadeesh,NA,N,Built,0.1.1,6.azl3,1,1,libepubgen-0.1.1-19.fc41.src.rpm,Default Initialized,Default Initialized,0.1.1,19.fc41,EXISTS_IN_EXT,0.1.1,Y,1,Jagadeesh,NA,NA,NA
libesmtp,P1,Jagadeesh,NA,N,Built,1.0.6,21.azl3,1,1,libesmtp-1.0.6-31.fc41.src.rpm,Default Initialized,Default Initialized,1.0.6,31.fc41,EXISTS_IN_EXT,1.0.6,Y,1,Jagadeesh,NA,NA,NA
libetonyek,P1,Jagadeesh,NA,Revisit Ver Compare,Failed,0.1.9,7.azl3,1,1,libetonyek-0.1.11~20230802.git9c3a8cb-6.fc41.sr,Default Initialized,Default Initialized,0.1.11~20230802.git9c3a8cb,6.fc41.sr,EXISTS_IN_EXT,0.1.9,N,0,Jagadeesh,NA,NA,NA
libexttextcat,P1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/10918,Y,Built,3.4.5,7.azl3,1,1,libexttextcat-3.4.6-10.fc41.src.rpm,Default Initialized,Default Initialized,3.4.6,10.fc41,EXISTS_IN_EXT,3.4.5,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/10918,NA,NA
libfreehand,P1,Jagadeesh,NA,N,Built,0.1.2,7.azl3,1,1,libfreehand-0.1.2-24.fc41.src.rpm,Default Initialized,Default Initialized,0.1.2,24.fc41,EXISTS_IN_EXT,0.1.2,Y,1,Jagadeesh,NA,NA,NA
libftdi,P1,Jagadeesh,NA,N,Built,1.5,2.azl3,1,1,libftdi-1.5-14.fc41.src.rpm,Default Initialized,Default Initialized,1.5,14.fc41,EXISTS_IN_EXT,1.5,N,0,Jagadeesh,NA,NA,NA
libgadu,P1,Jagadeesh,NA,N,Built,1.12.2,11.azl3,1,1,libgadu-1.12.2-27.fc41.src.rpm,Default Initialized,Default Initialized,1.12.2,27.fc41,EXISTS_IN_EXT,1.12.2,Y,1,Jagadeesh,NA,NA,NA
libgdither,P1,Jagadeesh,NA,N,Built,0.6,27.azl3,1,1,libgdither-0.6-32.fc41.src.rpm,Default Initialized,Default Initialized,0.6,32.fc41,EXISTS_IN_EXT,0.6,N,0,Jagadeesh,NA,NA,NA
libgee,P1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11227,Y,Built,0.20.3,2.azl3,1,1,libgee-0.20.6-7.fc41.src.rpm,Default Initialized,Default Initialized,0.20.6,7.fc41,EXISTS_IN_EXT,0.20.3,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11227,NA,NA
libgee06,P1,Jagadeesh,NA,Revisit No Dnld Ver,Built,0.6.8,17.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.6.8,N,0,Jagadeesh,NA,NA,NA
libgeotiff,P1,Jagadeesh,NA,Y,Built,1.7.1,5.azl3,1,1,libgeotiff-1.7.3-2.fc41.src.rpm,Default Initialized,Default Initialized,1.7.3,2.fc41,EXISTS_IN_EXT,1.7.1,N,0,Jagadeesh,NA,NA,NA
libgexiv2,P1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11737,Y,Built,0.14.2,1.azl3,1,1,libgexiv2-0.14.3-2.fc41.src.rpm,Default Initialized,Default Initialized,0.14.3,2.fc41,EXISTS_IN_EXT,0.14.2,Y,1,Jagadeesh,NA,NA,NA
libgit2-glib,P1,Jagadeesh,NA,Y,Built,0.99.0.1,5.azl3,1,1,libgit2-glib-1.2.0-7.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0,7.fc41,EXISTS_IN_EXT,0.99.0.1,N,0,Jagadeesh,NA,NA,NA
libglade2,P1,Jagadeesh,NA,N,Built,2.6.4,24.azl3,1,1,libglade2-2.6.4-33.fc41.src.rpm,Default Initialized,Default Initialized,2.6.4,33.fc41,EXISTS_IN_EXT,2.6.4,Y,1,Jagadeesh,NA,NA,NA
libgovirt,P1,Jagadeesh,NA,N,Built,0.3.9,3.azl3,1,1,libgovirt-0.3.9-3.fc39.src.rpm,Default Initialized,Default Initialized,0.3.9,3.fc39,EXISTS_IN_EXT,0.3.9,Y,1,Jagadeesh,NA,NA,NA
libgphoto2,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10775,Y,Built,2.5.27,2.azl3,1,1,libgphoto2-2.5.31-2.fc41.src.rpm,Default Initialized,Default Initialized,2.5.31,2.fc41,EXISTS_IN_EXT,2.5.27,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10775,NA,NA
libgsf,P1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11244,Y,Built,1.14.47,2.azl3,1,1,libgsf-1.14.53-2.fc41.src.rpm,Default Initialized,Default Initialized,1.14.53,2.fc41,EXISTS_IN_EXT,1.14.47,Y,1,Jagadeesh,NA,NA,NA
libgta,P1,Jagadeesh,NA,N,Built,1.2.1,9.azl3,1,1,libgta-1.2.1-13.fc41.src.rpm,Default Initialized,Default Initialized,1.2.1,13.fc41,EXISTS_IN_EXT,1.2.1,Y,1,Jagadeesh,NA,NA,NA
libgxps,P1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/11264,Y,Built,0.3.1,8.azl3,1,1,libgxps-0.3.2-9.fc41.src.rpm,Default Initialized,Default Initialized,0.3.2,9.fc41,EXISTS_IN_EXT,0.3.1,Y,1,Jagadeesh,NA,NA,NA
libhangul,P1,Jagadeesh,NA,N,Built,0.1.0,22.azl3,1,1,libhangul-0.1.0-32.fc41.src.rpm,Default Initialized,Default Initialized,0.1.0,32.fc41,EXISTS_IN_EXT,0.1.0,Y,1,Jagadeesh,NA,NA,NA
libibcommon,P1,Jagadeesh,NA,N,Built,1.2.0,21.azl3,1,1,libibcommon-1.2.0-30.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0,30.fc41,EXISTS_IN_EXT,1.2.0,Y,1,Jagadeesh,NA,NA,NA
libicns,P1,Jagadeesh,NA,N,Built,0.8.1,20.azl3,1,1,libicns-0.8.1-31.fc41.src.rpm,Default Initialized,Default Initialized,0.8.1,31.fc41,EXISTS_IN_EXT,0.8.1,Y,1,Jagadeesh,NA,NA,NA
libid3tag,P1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/10843,Y,Built,0.15.1b,33.azl3,1,1,libid3tag-0.16.3-6.fc41.src.rpm,Default Initialized,Default Initialized,0.16.3,6.fc41,EXISTS_IN_EXT,0.15.1b,Y,1,Jagadeesh,https://github.com/microsoft/azurelinux/pull/10843,NA,NA
libidn2,P1,Kevin,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,libidn2-2.3.7-2.fc41.src.rpm,Default Initialized,Default Initialized,2.3.7,2.fc41,MOVED_TO_CORE,Not Found,N,0,Kevin,NA,NA,NA
libiec61883,P1,Kevin,NA,N,Built,1.2.0,24.azl3,1,1,libiec61883-1.2.0-35.fc41.src.rpm,Default Initialized,Default Initialized,1.2.0,35.fc41,EXISTS_IN_EXT,1.2.0,Y,1,Kevin,NA,NA,NA
libieee1284,P1,Kevin,NA,N,Built,0.2.11,33.azl3,1,1,libieee1284-0.2.11-44.fc41.src.rpm,Default Initialized,Default Initialized,0.2.11,44.fc41,EXISTS_IN_EXT,0.2.11,Y,1,Kevin,NA,NA,NA
libimobiledevice,P1,Kevin,NA,Y,Built,1.2.1,1.azl3,1,1,libimobiledevice-1.3.0^20230705git6fc41f5-5.fc4,Default Initialized,Default Initialized,1.3.0^20230705git6fc41f5,5.fc4,EXISTS_IN_EXT,1.2.1,N,0,Kevin,NA,NA,NA
libindicator,P1,Kevin,NA,N,Built,12.10.1,24.azl3,1,1,libindicator-12.10.1-29.fc41.src.rpm,Default Initialized,Default Initialized,12.10.1,29.fc41,EXISTS_IN_EXT,12.10.1,Y,1,Kevin,NA,NA,NA
libiodbc,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10932,Y,Built,3.52.13,4.azl3,1,1,libiodbc-3.52.15-4.fc39.src.rpm,Default Initialized,Default Initialized,3.52.15,4.fc39,EXISTS_IN_EXT,3.52.13,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10932,NA,NA
libipt,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10939,Y,Built,2.0.5,1.azl3,1,1,libipt-2.1.1-2.fc41.src.rpm,Default Initialized,Default Initialized,2.1.1,2.fc41,EXISTS_IN_EXT,2.0.5,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10939,NA,NA
libiptcdata,P1,Kevin,NA,N,Built,1.0.5,6.azl3,1,1,libiptcdata-1.0.5-19.fc41.src.rpm,Default Initialized,Default Initialized,1.0.5,19.fc41,EXISTS_IN_EXT,1.0.5,Y,1,Kevin,NA,NA,NA
libjcat,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10943,Y,Built,0.1.6,3.azl3,1,1,libjcat-0.2.2-1.fc41.src.rpm,Default Initialized,Default Initialized,0.2.2,1.fc41,EXISTS_IN_EXT,0.1.6,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10943,NA,NA
libkeepalive,P1,Kevin,NA,N,Built,0.3,13.azl3,1,1,libkeepalive-0.3-23.fc41.src.rpm,Default Initialized,Default Initialized,0.3,23.fc41,EXISTS_IN_EXT,0.3,Y,1,Kevin,NA,NA,NA
libkkc,P1,Kevin,NA,N,Failed,0.3.5,21.azl3,1,1,libkkc-0.3.5-30.fc41.src.rpm,Default Initialized,Default Initialized,0.3.5,30.fc41,EXISTS_IN_EXT,0.3.5,N,0,Kevin,NA,NA,NA
libkkc-data,P1,Kevin,NA,N,Failed,0.2.7,18.azl3,1,1,libkkc-data-0.2.7-27.fc41.src.rpm,Default Initialized,Default Initialized,0.2.7,27.fc41,EXISTS_IN_EXT,0.2.7,N,0,Kevin,NA,NA,NA
libkml,P1,Kevin,NA,N,Built,1.3.0,41.azl3,1,1,libkml-1.3.0-49.fc41.src.rpm,Default Initialized,Default Initialized,1.3.0,49.fc41,EXISTS_IN_EXT,1.3.0,N,0,Kevin,NA,NA,NA
liblangtag,P1,Kevin,https://github.com/microsoft/azurelinux/pull/11154,Y,Built,0.6.3,3.azl3,1,1,liblangtag-0.6.7-4.fc41.src.rpm,Default Initialized,Default Initialized,0.6.7,4.fc41,EXISTS_IN_EXT,0.6.3,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11154,NA,NA
libldb,P1,Kevin,NA,Y,Built,2.7.2,1.azl3,1,2,(1/2): samba-4.21.2-1.fc41.src.rpm,(2/2): libldb-2.9.1-4.fc41.src.rpm,Default Initialized,2.9.1,4,EXISTS_IN_EXT,2.7.2,N,0,Kevin,NA,NA,NA
liblerc,P1,Kevin,NA,N,Built,4.0.0,3.azl3,1,1,liblerc-4.0.0-7.fc41.src.rpm,Default Initialized,Default Initialized,4.0.0,7.fc41,EXISTS_IN_EXT,4.0.0,N,0,Kevin,NA,NA,NA
liblockfile,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10977,Y,Built,1.14,6.azl3,1,1,liblockfile-1.17-9.fc41.src.rpm,Default Initialized,Default Initialized,1.17,9.fc41,EXISTS_IN_EXT,1.14,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/10977,NA,NA
liblouis,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10980,Y,Built,3.26.0,1.azl3,1,1,liblouis-3.28.0-7.fc41.src.rpm,Default Initialized,Default Initialized,3.28.0,7.fc41,EXISTS_IN_EXT,3.26.0,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10980,NA,NA
liblqr,P1,Kevin,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,REMOVED_FROM_BOTH,Not Found,N,0,Kevin,NOT_FOUND,NA,NA
libmad,P1,Kevin,https://github.com/microsoft/azurelinux/pull/11015,Y,Built,0.15.1b,30.azl3,1,1,libmad-0.16.4-4.fc41.src.rpm,Default Initialized,Default Initialized,0.16.4,4.fc41,EXISTS_IN_EXT,0.15.1b,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11015,NA,NA
libmediaart,P1,Kevin,https://github.com/microsoft/azurelinux/pull/11036,Y,Built,1.9.4,10.azl3,1,1,libmediaart-1.9.6-9.fc41.src.rpm,Default Initialized,Default Initialized,1.9.6,9.fc41,EXISTS_IN_EXT,1.9.4,Y,1,Kevin,https://github.com/microsoft/azurelinux/pull/11036,NA,NA
libmicrohttpd,P1,Kevin,NA,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,libmicrohttpd-1.0.1-2.fc41.src.rpm,Default Initialized,Default Initialized,1.0.1,2.fc41,MOVED_TO_CORE,Not Found,N,0,Kevin,NA,NA,NA
libmikmod,P1,Kevin,NA,N,Built,3.3.11.1,14.azl3,1,1,libmikmod-3.3.11.1-19.fc41.src.rpm,Default Initialized,Default Initialized,3.3.11.1,19.fc41,EXISTS_IN_EXT,3.3.11.1,N,0,Kevin,NA,NA,NA
libmodman,P1,Kevin,NA,N,Built,2.0.1,23.azl3,1,1,libmodman-2.0.1-32.fc41.src.rpm,Default Initialized,Default Initialized,2.0.1,32.fc41,EXISTS_IN_EXT,2.0.1,Y,1,Kevin,NA,NA,NA
libmodplug,P1,Kevin,NA,N,Built,0.8.9.0,12.azl3,1,1,libmodplug-0.8.9.0-25.fc41.src.rpm,Default Initialized,Default Initialized,0.8.9.0,25.fc41,EXISTS_IN_EXT,0.8.9.0,Y,1,Kevin,NA,NA,NA
libmodulemd1,P1,Akarsh,NA,Revisit No Dnld Ver,Built,1.8.16,4.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.8.16,N,0,Akarsh,NA,NA,NA
libmpcdec,P1,Akarsh,NA,Y,Built,1.2.6,26.azl3,1,1,libmpcdec-1.3.0^20110810svn475-2.fc41.src.rpm,Default Initialized,Default Initialized,1.3.0^20110810svn475,2.fc41,EXISTS_IN_EXT,1.2.6,N,0,Akarsh,NA,NA,NA
libmspub,P1,Akarsh,NA,N,Built,0.1.4,12.azl3,1,1,libmspub-0.1.4-33.fc41.src.rpm,Default Initialized,Default Initialized,0.1.4,33.fc41,EXISTS_IN_EXT,0.1.4,Y,1,Akarsh,NA,NA,NA
libmtp,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11113,Y,Built,1.1.18,2.azl3,1,1,libmtp-1.1.19-8.fc41.src.rpm,Default Initialized,Default Initialized,1.1.19,8.fc41,EXISTS_IN_EXT,1.1.18,Y,1,Akarsh,NA,NA,NA
libmusicbrainz5,P1,Akarsh,NA,N,Failed,5.1.0,15.azl3,1,1,libmusicbrainz5-5.1.0-25.fc41.src.rpm,Default Initialized,Default Initialized,5.1.0,25.fc41,EXISTS_IN_EXT,5.1.0,Y,1,Akarsh,NA,NA,NA
libmwaw,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11138,Y,Built,0.3.17,2.azl3,1,1,libmwaw-0.3.22-4.fc41.src.rpm,Default Initialized,Default Initialized,0.3.22,4.fc41,EXISTS_IN_EXT,0.3.17,Y,1,Akarsh,NA,NA,NA
libnet,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11137,Y,Built,1.2,2.azl3,1,1,libnet-1.3-4.fc41.src.rpm,Default Initialized,Default Initialized,1.3,4.fc41,EXISTS_IN_EXT,1.2,Y,1,Akarsh,NA,NA,NA
libntlm,P1,Akarsh,NA,N,Built,1.6,1.azl3,1,1,libntlm-1.6-10.fc41.src.rpm,Default Initialized,Default Initialized,1.6,10.fc41,EXISTS_IN_EXT,1.6,Y,1,Akarsh,NA,NA,NA
libnumbertext,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11157,Y,Built,1.0.5,5.azl3,1,1,libnumbertext-1.0.11-7.fc41.src.rpm,Default Initialized,Default Initialized,1.0.11,7.fc41,EXISTS_IN_EXT,1.0.5,Y,1,Akarsh,NA,NA,NA
liboauth,P1,Akarsh,NA,N,Built,1.0.3,15.azl3,1,1,liboauth-1.0.3-24.fc41.src.rpm,Default Initialized,Default Initialized,1.0.3,24.fc41,EXISTS_IN_EXT,1.0.3,Y,1,Akarsh,NA,NA,NA
libodfgen,P1,Akarsh,NA,N,Built,0.1.8,2.azl3,1,1,libodfgen-0.1.8-12.fc41.src.rpm,Default Initialized,Default Initialized,0.1.8,12.fc41,EXISTS_IN_EXT,0.1.8,Y,1,Akarsh,NA,NA,NA
libofa,P1,Akarsh,NA,N,Built,0.9.3,42.azl3,1,1,libofa-0.9.3-48.fc41.src.rpm,Default Initialized,Default Initialized,0.9.3,48.fc41,EXISTS_IN_EXT,0.9.3,N,0,Akarsh,NA,NA,NA
libogg,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11158,Y,Built,1.3.4,4.azl3,1,1,libogg-1.3.5-9.fc41.src.rpm,Default Initialized,Default Initialized,1.3.5,9.fc41,EXISTS_IN_EXT,1.3.4,Y,1,Akarsh,NA,NA,NA
liboggz,P1,Akarsh,NA,N,Built,1.1.1,20.azl3,1,1,liboggz-1.1.1-29.fc41.src.rpm,Default Initialized,Default Initialized,1.1.1,29.fc41,EXISTS_IN_EXT,1.1.1,N,0,Akarsh,NA,NA,NA
liboil,P1,Akarsh,NA,N,Built,0.3.16,22.azl3,1,1,liboil-0.3.16-34.fc41.src.rpm,Default Initialized,Default Initialized,0.3.16,34.fc41,EXISTS_IN_EXT,0.3.16,Y,1,Akarsh,NA,NA,NA
libomxil-bellagio,P1,Akarsh,NA,Revisit No Dnld Ver,Built,0.9.3,29.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.9.3,N,0,Akarsh,NA,NA,NA
libopenraw,P1,Akarsh,NA,N,Built,0.1.3,8.azl3,1,1,libopenraw-0.1.3-18.fc41.src.rpm,Default Initialized,Default Initialized,0.1.3,18.fc41,EXISTS_IN_EXT,0.1.3,Y,1,Akarsh,NA,NA,NA
liboping,P1,Akarsh,NA,N,Built,1.10.0,14.azl3,1,1,liboping-1.10.0-30.fc41.src.rpm,Default Initialized,Default Initialized,1.10.0,30.fc41,EXISTS_IN_EXT,1.10.0,Y,1,Akarsh,NA,NA,NA
libosinfo,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11159,Y,Built,1.10.0,2.azl3,1,1,libosinfo-1.11.0-7.fc41.src.rpm,Default Initialized,Default Initialized,1.11.0,7.fc41,EXISTS_IN_EXT,1.10.0,Y,1,Akarsh,NA,NA,NA
libotf,P1,Akarsh,https://github.com/microsoft/azurelinux/pull/11168,Y,Built,0.9.13,16.azl3,1,1,libotf-0.9.16-5.fc41.src.rpm,Default Initialized,Default Initialized,0.9.16,5.fc41,EXISTS_IN_EXT,0.9.13,Y,1,Akarsh,NA,NA,NA
libotr,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11207,N,Failed,4.1.1,10.azl3,1,1,libotr-4.1.1-21.fc41.src.rpm,Default Initialized,Default Initialized,4.1.1,21.fc41,EXISTS_IN_EXT,4.1.1,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/11207,NA,NA
libpagemaker,P1,Akarsh,NA,N,Built,0.0.4,9.azl3,1,1,libpagemaker-0.0.4-24.fc41.src.rpm,Default Initialized,Default Initialized,0.0.4,24.fc41,EXISTS_IN_EXT,0.0.4,Y,1,Akarsh,NA,NA,NA
libpaper,P0,Akarsh,NA,Y,Built,1.1.28,2.azl3,1,1,libpaper-2.1.1-7.fc41.src.rpm,Default Initialized,Default Initialized,2.1.1,7.fc41,EXISTS_IN_EXT,1.1.28,Y,1,Akarsh,NA,NA,NA
libpeas,P1,Akarsh,NA,Y,Failed,1.26.0,3.azl3,1,1,libpeas-2.0.5-1.fc41.src.rpm,Default Initialized,Default Initialized,2.0.5,1.fc41,EXISTS_IN_EXT,1.26.0,N,0,Akarsh,NA,NA,NA
libpfm,P0,Akarsh,NA,Y,Failed,4.10.1,11.azl3,1,1,libpfm-4.13.0-10.fc41.src.rpm,Default Initialized,Default Initialized,4.13.0,10.fc41,EXISTS_IN_EXT,4.10.1,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11646,NA,NA
libpinyin,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11014,Y,Built,2.3.0,4.azl3,1,1,libpinyin-2.9.91-1.fc41.src.rpm,Default Initialized,Default Initialized,2.9.91,1.fc41,EXISTS_IN_EXT,2.3.0,Y,1,Sumit,NA,NA,NA
libplist,P1,Kevin,https://github.com/microsoft/azurelinux/pull/10884,Y,Built,2.1.0,4.azl3,1,1,libplist-2.3.0-6.fc41.src.rpm,Default Initialized,Default Initialized,2.3.0,6.fc41,EXISTS_IN_EXT,2.1.0,N,0,Kevin,https://github.com/microsoft/azurelinux/pull/10884,NA,NA
libpmemobj-cpp,P1,Sumit,NA,Revisit No Dnld Ver,Built,1.9,4.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.9,N,0,Sumit,NA,NA,NA
libpng12,P1,Sumit,NA,N,Built,1.2.57,16.azl3,1,1,libpng12-1.2.57-21.fc41.src.rpm,Default Initialized,Default Initialized,1.2.57,21.fc41,EXISTS_IN_EXT,1.2.57,Y,1,Sumit,NA,NA,NA
libpng15,P1,Sumit,NA,N,Built,1.5.30,15.azl3,1,1,libpng15-1.5.30-20.fc41.src.rpm,Default Initialized,Default Initialized,1.5.30,20.fc41,EXISTS_IN_EXT,1.5.30,Y,1,Sumit,NA,NA,NA
libproxy,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11241,Y,Failed,0.4.17,5.azl3,1,1,libproxy-0.5.8-1.fc41.src.rpm,Default Initialized,Default Initialized,0.5.8,1.fc41,EXISTS_IN_EXT,0.4.17,N,0,Sumit,https://github.com/microsoft/azurelinux/pull/11241,NA,NA
libqb,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11017,Y,Built,1.0.5,7.azl3,1,1,libqb-2.0.8-5.fc41.src.rpm,Default Initialized,Default Initialized,2.0.8,5.fc41,EXISTS_IN_EXT,1.0.5,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/11017,NA,NA
libqxp,P1,Sumit,NA,N,Built,0.0.2,7.azl3,1,1,libqxp-0.0.2-27.fc41.src.rpm,Default Initialized,Default Initialized,0.0.2,27.fc41,EXISTS_IN_EXT,0.0.2,Y,1,Sumit,NA,NA,NA
librabbitmq,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11018,Y,Failed,0.10.0,4.azl3,1,1,librabbitmq-0.15.0-1.fc41.src.rpm,Default Initialized,Default Initialized,0.15.0,1.fc41,EXISTS_IN_EXT,0.10.0,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/11018,NA,NA
libraqm,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11021,Y,Built,0.7.0,7.azl3,1,1,libraqm-0.8.0-8.fc41.src.rpm,Default Initialized,Default Initialized,0.8.0,8.fc41,EXISTS_IN_EXT,0.7.0,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/11021,NA,NA
libraw1394,P1,Sumit,NA,N,Built,2.1.2,12.azl3,1,1,libraw1394-2.1.2-21.fc41.src.rpm,Default Initialized,Default Initialized,2.1.2,21.fc41,EXISTS_IN_EXT,2.1.2,Y,1,Sumit,NA,NA,NA
libreport,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11242,Y,Failed,2.13.1,9.azl3,1,1,libreport-2.17.15-3.fc41.src.rpm,Default Initialized,Default Initialized,2.17.15,3.fc41,EXISTS_IN_EXT,2.13.1,Y,1,Sumit,NA,NA,NA
librevenge,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11022,Y,Built,0.0.4,18.azl3,1,1,librevenge-0.0.5-8.fc41.src.rpm,Default Initialized,Default Initialized,0.0.5,8.fc41,EXISTS_IN_EXT,0.0.4,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/11022,NA,NA
librx,P1,Sumit,NA,N,Built,1.5,38.azl3,1,1,librx-1.5-48.fc41.src.rpm,Default Initialized,Default Initialized,1.5,48.fc41,EXISTS_IN_EXT,1.5,N,0,Sumit,NA,NA,NA
libsamplerate,P1,Sumit,NA,N,Built,0.2.2,4.azl3,1,1,libsamplerate-0.2.2-9.fc41.src.rpm,Default Initialized,Default Initialized,0.2.2,9.fc41,EXISTS_IN_EXT,0.2.2,N,0,Sumit,NA,NA,NA
libsass,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11023,Y,Built,3.6.3,3.azl3,1,1,libsass-3.6.6-2.fc41.src.rpm,Default Initialized,Default Initialized,3.6.6,2.fc41,EXISTS_IN_EXT,3.6.3,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/11023,NA,NA
libsecret,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11226,Y,Built,0.20.4,2.azl3,1,1,libsecret-0.21.4-3.fc41.src.rpm,Default Initialized,Default Initialized,0.21.4,3.fc41,EXISTS_IN_EXT,0.20.4,N,0,Sumit,https://github.com/microsoft/azurelinux/pull/11226,NA,NA
libsigc++20,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11046,Y,Built,2.10.3,2.azl3,1,1,libsigc++20-2.12.1-3.fc41.src.rpm,Default Initialized,Default Initialized,2.12.1,3.fc41,EXISTS_IN_EXT,2.10.3,N,0,Sumit,https://github.com/microsoft/azurelinux/pull/11046,NA,NA
libsigsegv,P1,Sumit,https://github.com/microsoft/azurelinux/pull/11056,Y,Built,2.11,11.azl3,1,1,libsigsegv-2.14-9.fc41.src.rpm,Default Initialized,Default Initialized,2.14,9.fc41,EXISTS_IN_EXT,2.11,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/11056,NA,NA
