S.No.,Package Name,Need Upgrade (Y/N/Revisit/Remove),Upgrade to version (Version/Revisit/NA),"Priority (P0, P1, P3)",Evaluator,"Status (Not Started, Ongoing, PR Raised, PR in Review, Done-Upgrade, Done-FixBuild, Done-OtherChanges, NA-Uptodate)",Obsoleted and Frozen PR Link,Start Date,End Date,Last activity date,3.0-dev Daily Build status   (Y/N),Build status date,Version in 2.0,Version in 3.0,Latest Version  (Fedora Sources),Fedora Sources Link,Latest Upstream Version,Upstream Sources Link,Remark / Plan for the package,PR Link
122,ypserv,Y,https://github.com/praiskup/argparse-manpage,P0,Kevin,Not Started,,,,,N,2024-12-16 0:00:00,4.1,4.1,4.2,https://src.fedoraproject.org/rpms/Y,4.2,https://github.com/thkukuk/ypserv,,
1,argparse-manpage,Y,4.6,P1,Kevin,Ongoing,,2024-09-22 0:00:00,,2024-11-22 0:00:00,Y,,1.5-3,1.5-3,4.6-3.fc41,"https://src.fedoraproject.org/rpms/argparse-manpage

In Fedora 42 the sources are:

https://koji.fedoraproject.org/koji/buildinfo?buildID=2544008",4.6,https://github.com/praiskup/argparse-manpage,"Upgrade ongoing, Name has changed in 3.0 to `python-argparse-manpage`

Fixed build issues, but it isn't passing its checks. Writing up my issues and I will pivot and work on another package for a while.",
2,args4j,Y,2.37,P1,Kevin,Ongoing,,2024-09-22 0:00:00,,2024-12-09 0:00:00,N,,2.33,2.33,2.33-27.fc41,Overview - rpms/args4j - src.fedoraproject.org,2.37,https://github.com/kohsuke/args4j/archive/refs/tags/args4j-site-2.37.tar.gz,"Upgrade ongoing, It doesn't build unchanged, it fails to resolve dependencies.",
3,arptables,N,NA,P1,Kevin,Not Started,,,,,Y,,0.0.5,0.0.5,0.0.5,Overview - rpms/arptables - src.fedoraproject.org,0.0.5,arptables - arptables tree (netfilter.org),,
4,arpwatch,Y,3.7,P1,Kevin,Ongoing,,2024-10-08 0:00:00,,2024-10-08 0:00:00,N,,2.1.a15,2.1a15,3.7-1.fc42,Overview - rpms/arpwatch - src.fedoraproject.org,3.7,https://ee.lbl.gov/downloads/arpwatch/arpwatch-3.7.tar.gz,,
5,asio,Y,1.31.0,P1,Kevin,PR in review,https://github.com/microsoft/azurelinux/pull/10678,2024-10-08 0:00:00,,2024-10-10 0:00:00,Y,,1.10.8,1.10.8,1.30.2,Overview - rpms/asio - src.fedoraproject.org,1.30.2,https://sourceforge.net/projects/asio/files/asio/1.30.2%20%28Stable%29/,,https://github.com/microsoft/azurelinux/pull/10678
7,audiofile,N,NA,P1,Kevin,Not Started,,,,,N,,0.3.6,0.3.6,0.3.6-39.fc41,Overview - rpms/audiofile - src.fedoraproject.org,0.3.6,https://audiofile.68k.org/,,
8,authselect,Remove,NA,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/11575,2024-10-11 0:00:00,,2024-12-19 0:00:00,N,,1.2.1,1.2.1,1.5.0-7.fc41,Overview - rpms/authselect - src.fedoraproject.org,1.5.0,https://github.com/authselect/authselect,"Upgrade started, blocked because po4a refuses to build. It can't find certain perl dependencies.",https://github.com/microsoft/azurelinux/pull/11575
9,babeltrace,Y,1.5.11,P1,Kevin,PR in review,https://github.com/microsoft/azurelinux/pull/10590,2024-09-30 0:00:00,,2024-10-08 0:00:00,Y,,1.5.7,1.5.7,1.5.11-9.fc41,Overview - rpms/babeltrace - src.fedoraproject.org,1.5.11,https://babeltrace.org,"Note: There is also a babeltrace 2 that is maintained distinctly from babeltrace 1. I don't think I can major bump here, but if so I can look at babeltrace 2.

PR submitted",https://github.com/microsoft/azurelinux/pull/10590
10,babl,Y,0.1.108,P1,Kevin,PR Raised,https://github.com/microsoft/azurelinux/pull/11132,2024-10-03 0:00:00,,2024-11-18 0:00:00,N,,0.1.82,0.1.82,0.1.108-2.fc41,Overview - rpms/babl - src.fedoraproject.org,0.1.108,https://gitlab.gnome.org/GNOME/babl,,https://github.com/microsoft/azurelinux/pull/11132
