S.No.,Package Name,Need Upgrade (Y/N/Revisit/Remove),Upgrade to version (Version/Revisit/NA),"Priority (P0, P1, P3)",Evaluator,"Status (Not Started, Ongoing, PR Raised, PR in Review, Done-Upgrade, Done-FixBuild, Done-OtherChanges, NA-Uptodate)",Obsoleted and Frozen PR Link,Start Date,End Date,Last activity date,3.0-dev Daily Build status   (Y/N),Build status date,Version in 2.0,Version in 3.0,Latest Version  (Fedora Sources),Fedora Sources Link,Latest Upstream Version,Upstream Sources Link,Remark / Plan for the package,PR Link
59,libepubgen,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-22 0:00:00,2024-10-22 0:00:00,Y,2024-10-21 0:00:00,0.1.1,0.1.1,0.1.1,https://src.fedoraproject.org/rpms/libepubgen,0.1.1,https://sourceforge.net/projects/libepubgen/,,
60,libesmtp,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,,2024-11-04 0:00:00,Y,2024-10-21 0:00:00,1.0.6,1.0.6,1.0.6,"Fedora 42 Release
https://src.fedoraproject.org/rpms/libesmtp",1.1.0,"https://github.com/libesmtp
https://github.com/libesmtp/libESMTP
https://github.com/libesmtp/libESMTP/archive/refs/tags/v1.1.0.tar.gz",,
61,libetonyek,Y,0.1.11,,Jagadeesh,Ongoing,,2024-12-25 0:00:00,,2024-10-22 0:00:00,N,2024-10-21 0:00:00,0.1.9,0.1.9,0.1.11,https://src.fedoraproject.org/rpms/libetonyek,0.1.9,"https://wiki.documentfoundation.org/DLP/Libraries/libetonyek
https://dev-www.libreoffice.org/src/libetonyek/
https://dev-www.libreoffice.org/src/libetonyek/libetonyek-0.1.9.tar.xz",[26-Nov-2024]: %build section having error  like Make[4]:[Makefile:404: all-recursive] Error 1,
62,libexttextcat,Y,3.4.6,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/10918,2024-10-22 0:00:00,2024-11-04 0:00:00,2024-11-04 0:00:00,Y,2024-10-21 0:00:00,3.4.5,3.4.5,3.4.6,https://src.fedoraproject.org/rpms/libexttextcat,3.4.6,"https://wiki.documentfoundation.org/Libexttextcat
https://dev-www.libreoffice.org/src/libexttextcat/",[30-Dec-2024]: The PR is a leaf PR which builds alone successfully.,https://github.com/microsoft/azurelinux/pull/10918
63,libfreehand,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-22 0:00:00,2024-10-22 0:00:00,Y,2024-10-21 0:00:00,0.1.2,0.1.2,0.1.2,https://src.fedoraproject.org/rpms/libfreehand,0.1.2,"https://wiki.documentfoundation.org/DLP/Libraries/libfreehand
https://dev-www.libreoffice.org/src/libfreehand/libfreehand-0.1.2.tar.xz",,
64,libftdi,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-23 0:00:00,2024-10-23 0:00:00,Y,2024-10-21 0:00:00,1.5,1.5,1.5,https://src.fedoraproject.org/rpms/libftdi,1.5,"https://www.intra2net.com/en/developer/libftdi/
https://www.intra2net.com/en/developer/libftdi/",,
65,libgadu,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-23 0:00:00,2024-10-23 0:00:00,Y,2024-10-21 0:00:00,1.12.2,1.12.2,1.12.2,https://src.fedoraproject.org/rpms/libgadu,1.12.2,"https://github.com/wojtekka/libgadu/
https://github.com/wojtekka/libgadu/releases/download/1.12.2/libgadu-1.12.2.tar.gz",,
66,libgdither,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-23 0:00:00,2024-10-23 0:00:00,Y,2024-10-21 0:00:00,0.6,0.6,0.6,https://src.fedoraproject.org/rpms/libgdither,Not found,http://plugin.org.uk/libgdither/README,"[23-Oct-2024]: Upstream from spec file not working.
Error: error 106, socket timed out, during download.",
67,libgee,Y,0.20.6,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11227,2024-10-22 0:00:00,2024-10-22 0:00:00,2024-11-26 0:00:00,Y,2024-10-21 0:00:00,0.20.3,0.20.3,0.20.6,https://src.fedoraproject.org/rpms/libgee,0.20.6,https://gitlab.gnome.org/GNOME/libgee/-/tags/0.20.6,[30-Dec-2024]: The PR is a leaf PR which builds alone successfully.,https://github.com/microsoft/azurelinux/pull/11227
68,libgee06,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-11-26 0:00:00,2024-11-26 0:00:00,Y,2024-10-21 0:00:00,0.6.8,0.6.8,0.6.8,https://src.fedoraproject.org/rpms/libgee06,0.6.8,"https://wiki.gnome.org/Projects/Libgee
https://packages.fedoraproject.org/pkgs/libgee06/libgee06/
https://packages.fedoraproject.org/pkgs/libgee06/libgee06/fedora-40.html",,
69,libgeotiff,Y,1.7.3,,Jagadeesh,Ongoing,,2024-10-22 0:00:00,,2024-11-27 0:00:00,Y,2024-10-21 0:00:00,1.7.1,1.7.1,1.7.3,https://src.fedoraproject.org/rpms/libgeotiff,1.7.3,"https://trac.osgeo.org/geotiff/
https://download.osgeo.org/geotiff/libgeotiff/
https://download.osgeo.org/geotiff/libgeotiff/libgeotiff-1.7.3.tar.gz",,
70,libgexiv2,Y,0.14.3,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11737,2024-10-22 0:00:00,2024-10-29 0:00:00,2024-10-23 0:00:00,Y,2024-10-21 0:00:00,0.14.2,0.14.2,0.14.3,https://src.fedoraproject.org/rpms/libgexiv2,0.14.3,"https://download.gnome.org/sources/gexiv2/0.14/
https://download.gnome.org/sources/gexiv2/0.14/gexiv2-0.14.3.tar.xz","Updated to latest version 0.14.3
[31-Dec-2023]: Built successfully with runtime dependency of ""exiv2-0.28.0"" pkg.",
71,libgit2-glib,Y,1.2.0,,Jagadeesh,Ongoing,,2024-10-22 0:00:00,,2024-11-14 0:00:00,Y,2024-10-21 0:00:00,0.99.0.1,0.99.0.1,1.2.0,https://src.fedoraproject.org/rpms/libgit2-glib,1.2.0,"https://wiki.gnome.org/Projects/Libgit2-glib
https://download.gnome.org/sources/libgit2-glib/1.2/libgit2-glib-1.2.0.tar.xz","[14-Nov-2024]: libgit2-glib having dependency on libgit2.
And libgit2 having dependency on llhttp.
And again llhttp having dependency on askalono-cli and licensecheck
Note: libgit2, llhttp, askalono-cli packages are not available in mariner.
[15-Nov-2024]: askaloni-cli package dont have entry in src-fedora.
Here, I have found 15 unresolved dependencies while building licensecheck.",
72,libglade2,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-23 0:00:00,2024-10-23 0:00:00,Y,2024-10-21 0:00:00,2.6.4,2.6.4,Not found,https://src.fedoraproject.org/rpms/libglade,2.6.4,"https://download.gnome.org/sources/libglade/2.6/
https://download.gnome.org/sources/libglade/2.6/libglade-2.6.4.tar.bz2",,
73,libgovirt,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-23 0:00:00,2024-10-23 0:00:00,Y,2024-10-21 0:00:00,0.3.9,0.3.9,0.3.9,https://src.fedoraproject.org/rpms/libgovirt,0.3.9,"https://gitlab.gnome.org/GNOME/libgovirt
https://gitlab.gnome.org/GNOME/libgovirt
https://download.gnome.org/sources/libgovirt/0.3/libgovirt-0.3.9.tar.xz",,
74,libgsf,Y,0.14.53,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11244,2024-10-22 0:00:00,2024-11-27 0:00:00,2024-11-27 0:00:00,Y,2024-10-21 0:00:00,1.14.47,1.14.47,1.14.53,https://src.fedoraproject.org/rpms/libgsf,Not found,,"[23-10-2024]: upstream in spec file is not working.
[27-Nov-2024]: And Fedora Release41 is working fine",
75,libgta,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-22 0:00:00,2024-10-22 0:00:00,Y,2024-10-21 0:00:00,1.2.1,1.2.1,1.2.1,https://src.fedoraproject.org/rpms/libgta,Not found,https://marlam.de/gta/,[23-10-2024]: upstream in spec file is not working.,
76,libgxps,Y,0.3.2,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11264,2024-10-22 0:00:00,2024-11-28 0:00:00,2024-11-28 0:00:00,Y,2024-10-21 0:00:00,0.3.1,0.3.1,0.3.2,https://src.fedoraproject.org/rpms/libgxps,0.3.2,https://download.gnome.org/sources/libgxps/0.3/libgxps-0.3.2.tar.xz,,
77,libhangul,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-23 0:00:00,2024-10-23 0:00:00,Y,2024-10-21 0:00:00,0.1.0,0.1.0,0.1.0,https://src.fedoraproject.org/rpms/libhangul,0.1.0,"https://github.com/libhangul/libhangul
https://github.com/libhangul/libhangul/archive/refs/tags/libhangul-0.1.0.tar.gz",,
78,libibcommon,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-23 0:00:00,2024-10-23 0:00:00,Y,2024-10-21 0:00:00,1.2.0,1.2.0,1.2.0,https://src.fedoraproject.org/rpms/libibcommon,1.2.0,https://www.openfabrics.org/downloads/management/libibcommon-1.2.0.tar.gz,,
79,libicns,N,NA,,Jagadeesh,NA-Uptodate,,2024-10-22 0:00:00,2024-10-23 0:00:00,2024-10-23 0:00:00,Y,2024-10-21 0:00:00,0.8.1,0.8.1,0.8.1,https://src.fedoraproject.org/rpms/libicns,0.8.1,"https://sourceforge.net/projects/icns/files/libicns-0.8.1.tar.gz/download
https://icns.sourceforge.io/",,
80,libid3tag,Y,0.16.3,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/10843,2024-10-22 0:00:00,2024-10-23 0:00:00,2024-10-23 0:00:00,Y,2024-10-21 0:00:00,0.15.1b,0.15.1b,0.16.3,https://src.fedoraproject.org/rpms/libid3tag,0.15.1b,"https://sourceforge.net/projects/mad/files/libid3tag/0.15.1b/libid3tag-0.15.1b.tar.gz/download
https://www.underbit.com/products/mad/","Updated to latest version 0.16.3
[06-Dec-2024]: License verified.",https://github.com/microsoft/azurelinux/pull/10843
81,ogdi,Y,4.1.1,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11411,2024-12-09 0:00:00,2025-01-06 0:00:00,2024-12-11 0:00:00,Y,2024-12-09 0:00:00,4.1.0,4.1.0,4.1.1,https://src.fedoraproject.org/rpms/ogdi,,,"[11-Dec-2024]: package build completed.
[06-Dec-2024]: Standalone package build alone successfully.",https://github.com/microsoft/azurelinux/pull/11411
82,opal,N,NA,,Jagadeesh,NA-Uptodate,,2024-12-09 0:00:00,2024-12-09 0:00:00,2024-12-09 0:00:00,N,2024-12-09 0:00:00,3.10.11,3.10.11,3.10.11,https://src.fedoraproject.org/rpms/opal,,,,
83,opencc,Y,1.1.7,,Jagadeesh,Ongoing,,2024-12-09 0:00:00,,2024-12-11 0:00:00,Y,2024-12-09 0:00:00,1.1.1,1.1.1,1.1.7,https://src.fedoraproject.org/rpms/opencc,,,"[12-Dec-2024]: This package having dependency on marisa in 1st level.
And ruby in 2ns level dependency. Howerver this package is not available in Extended.
",
84,opendnssec,Y,2.1.14,,Jagadeesh,Ongoing,,2024-12-12 0:00:00,,2024-12-13 0:00:00,Y,2024-12-09 0:00:00,2.1.7,2.1.7,2.1.14,https://src.fedoraproject.org/rpms/opendnssec,,,"14-Dec-2024]: fixed the build issue with the below commad.
-p ""opencryptoki opendnssec""",
85,openwsman,Y,2.7.2,,Jagadeesh,Ongoing,,2024-12-16 0:00:00,,,Y,2024-12-09 0:00:00,2.6.8,2.6.8,2.7.2,https://src.fedoraproject.org/rpms/openwsman,,,"[16-Dec-2024]: fixed the build isue with below command.
-p ""sblim-sfcc openwsman""",
86,oro,Revisit,,,Jagadeesh,,,,,,N,2024-12-09 0:00:00,2.0.8,2.0.8,Not found,,,,[11-Dec-2024]: packagenot available in fedora.,
87,osgi-annotation,Y,8.1.0,,Jagadeesh,,,,,,N,2024-12-09 0:00:00,7.0.0,7.0.0,8.1.0,https://src.fedoraproject.org/rpms/osgi-annotation,,,,
88,osgi-compendium,N,NA,,Jagadeesh,NA-Uptodate,,2024-12-09 0:00:00,2024-12-09 0:00:00,2024-12-09 0:00:00,N,2024-12-09 0:00:00,7.0.0,7.0.0,7.0.0,https://src.fedoraproject.org/rpms/osgi-compendium,,,,
89,osgi-core,Y,8.0.0,,Jagadeesh,,,,,,N,2024-12-09 0:00:00,7.0.0,7.0.0,8.0.0,https://src.fedoraproject.org/rpms/osgi-core,,,,
90,overpass-fonts,N,NA,,Jagadeesh,NA-Uptodate,,2024-12-09 0:00:00,2024-12-09 0:00:00,2024-12-09 0:00:00,N,2024-12-09 0:00:00,3.0.4,3.0.4,3.0.4,https://src.fedoraproject.org/rpms/overpass-fonts,,,,
91,perl-Import-Into,Revisit,,,Jagadeesh,,,,,,Y,2024-12-09 0:00:00,1.002005,Not found,1.002005,https://src.fedoraproject.org/rpms/perl-Import-Into,,,[11-Dec-2024]: package name is not available in 3.0-dev branch,
92,perl-JSON-Color,Y,0.134,,Jagadeesh,,,,,,Y,2024-12-09 0:00:00,0.133,0.133,0.134,https://src.fedoraproject.org/rpms/perl-JSON-Color,,,,
93,perl-JSON-MaybeXS,Y,1.004008,,Jagadeesh,,,,,,N,2024-12-09 0:00:00,1.004003,1.004003,1.004008,https://src.fedoraproject.org/rpms/perl-JSON-MaybeXS,,,,
94,perl-LDAP,Y,0.68,,Jagadeesh,,,,,,Y,2024-12-09 0:00:00,0.66,0.66,0.68,https://src.fedoraproject.org/rpms/perl-LDAP,,,,
95,perl-Locale-Msgfmt,N,NA,,Jagadeesh,NA-Uptodate,,2024-12-09 0:00:00,2024-12-09 0:00:00,2024-12-09 0:00:00,N,2024-12-09 0:00:00,0.15,0.15,0.15,https://src.fedoraproject.org/rpms/perl-Locale-Msgfmt,,,,
96,perl-MIME-Charset,Y,1.013,,Jagadeesh,,,,,,Y,2024-12-09 0:00:00,1.012.2,1.012.2,1.013,https://src.fedoraproject.org/rpms/perl-MIME-Charset,,,,
97,perl-MIME-Lite,Y,3.033,,Jagadeesh,,,,,,Y,2024-12-09 0:00:00,3.031,3.031,3.033,https://src.fedoraproject.org/rpms/perl-MIME-Lite,,,,
98,perl-MIME-Types,Y,2.26,,Jagadeesh,,,,,,Y,2024-12-09 0:00:00,2.17,2.17,2.26,https://src.fedoraproject.org/rpms/perl-MIME-Types,,,,
99,perl-MLDBM,N,NA,,Jagadeesh,NA-Uptodate,,2024-12-09 0:00:00,2024-12-09 0:00:00,2024-12-09 0:00:00,Y,2024-12-09 0:00:00,2.05,2.05,2.05,https://src.fedoraproject.org/rpms/perl-MLDBM,,,,
100,perl-Mail-DKIM,Y,1.20240619,,Jagadeesh,,,,,,N,2024-12-09 0:00:00,0.58,0.58,1.20240619,https://src.fedoraproject.org/rpms/perl-Mail-DKIM,,,,
101,neon,Y,0.33.0,,Jagadeesh,PR in Review,https://github.com/microsoft/azurelinux/pull/11484,2024-12-17 0:00:00,2025-01-06 0:00:00,2024-12-17 0:00:00,,,0.31.2,0.31.2,0.33.0,https://src.fedoraproject.org/rpms/neon,,,"Done,
[25-Dec-2024]: This is a standalone pkg, built successsfully",https://github.com/microsoft/azurelinux/pull/11484
102,nilfs-utils,Y,2.2.11,,Jagadeesh,PR in Review,https://github.com/microsoft/azurelinux/pull/11487,2024-12-17 0:00:00,2024-12-17 0:00:00,2024-12-17 0:00:00,,,2.2.8,2.2.8,2.2.11,https://src.fedoraproject.org/rpms/nilfs-utils,,,"Done,
This is a standalone pkg, built successsfully.
[3-Dec-2024]: This Source is came with up http insteead of https, commnets by Suresh. This casuing the build fail.",https://github.com/microsoft/azurelinux/pull/11487
103,nodejs-nodemon,Y,3.1.4,,Jagadeesh,Ongoing,,2024-12-18 0:00:00,2024-12-19 0:00:00,,,,2.0.3,2.0.3,3.1.4,https://src.fedoraproject.org/rpms/nodejs-nodemon,,,"Source0: is not provided in Spec file,
And one more unresolved dependency is nodeja-22  , Mariner is dont not have updated the version.
However, this nodejs package is renamed to another nodejsXX in Fedora41.",
104,nodejs-packaging,Y,2023.1,,Jagadeesh,Ongoing,,2024-12-18 0:00:00,2024-12-19 0:00:00,,,,25,25,2023.1,https://src.fedoraproject.org/rpms/nodejs-packaging,,,"""Source0-URL: is not provided in Spec file
Mariner Upstream source is available upto v25.
Hovewer, Fedora41 is the latest with v2023.10 
So, i have not able to see the latest Source0-URL.""",
105,numatop,Y,2.4,,Jagadeesh,PR in Review,https://github.com/microsoft/azurelinux/pull/11596,2024-12-20 0:00:00,2024-12-20 0:00:00,2024-12-20 0:00:00,,,2.1,2.1,2.4,https://src.fedoraproject.org/rpms/numatop,,,"Done,
This is a standalone pkg, built successsfully. 
[09-Jan-2025]:  Approved by bala",https://github.com/microsoft/azurelinux/pull/11596
106,nvmetcli,Y,0.7,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11550,2024-12-20 0:00:00,2024-12-20 0:00:00,2024-12-20 0:00:00,,,0.4,0.4,0.7,https://src.fedoraproject.org/rpms/nvmetcli,,,"Done,
This package built successsfully.But having 2 Requires i. python2-configshell, python3-kmod.
[02-Jan-2024]: This package has been remarked as ftp: Source0 in spec file by bala in review checks.
And the source URL should be https instead of ftp..
So, this is the reason we are putting the this package in Draft instead ready to review.
Packages with ftp sources have been kept in hold or remove state. these packages are not allowed in blobstore.",
107,ocaml-calendar,Y,3.0.0,,Jagadeesh,PR in Review,https://github.com/microsoft/azurelinux/pull/11562,2024-12-20 0:00:00,2024-12-20 0:00:00,2024-12-20 0:00:00,,,2.04,2.04,3.0.0,https://src.fedoraproject.org/rpms/ocaml-calendar,,,"Done,
This is a standalone pkg, built successsfully",https://github.com/microsoft/azurelinux/pull/11562
108,ocaml-csv,Y,2.4,,Jagadeesh,PR in Review,https://github.com/microsoft/azurelinux/pull/11531,2024-12-20 0:00:00,2024-12-20 0:00:00,2024-12-20 0:00:00,,,1.7,1.7,2.4,https://src.fedoraproject.org/rpms/ocaml-csv,,,"Done,
This is a standalone pkg, built successsfully",https://github.com/microsoft/azurelinux/pull/11531
109,ocaml-curses,Y,1.0.11,,Jagadeesh,PR in Review,https://github.com/microsoft/azurelinux/pull/11566,2024-12-20 0:00:00,2024-12-20 0:00:00,2024-12-20 0:00:00,,,1.0.4,1.0.4,1.0.11,https://src.fedoraproject.org/rpms/ocaml-curses,,,"Done,
This is a standalone pkg, built successsfully",https://github.com/microsoft/azurelinux/pull/11566
110,ocaml-extlib,Y,1.7.9,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11567,2024-12-20 0:00:00,2024-12-20 0:00:00,2024-12-20 0:00:00,,,1.7.8,1.7.8,1.7.9,https://src.fedoraproject.org/rpms/ocaml-extlib,,,"Done,
This is a standalone pkg, built successsfully",https://github.com/microsoft/azurelinux/pull/11567
111,ocaml-libvirt,Y,0.6.1.7,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11599,2024-12-20 0:00:00,2024-12-20 0:00:00,2024-12-20 0:00:00,,,0.6.1.5,0.6.1.5,0.6.1.7,https://src.fedoraproject.org/rpms/ocaml-libvirt,,,"Done,
This is a standalone package, built successfully.
[09-Jan-2025]:  Approved by bala",https://github.com/microsoft/azurelinux/pull/11599
112,ocaml-markup,Y,1.0.3,,Jagadeesh,PR in Review,https://github.com/microsoft/azurelinux/pull/11723,2024-12-23 0:00:00,2024-12-24 0:00:00,2024-12-23 0:00:00,,,1.0.0,1.0.0,1.0.3,https://src.fedoraproject.org/rpms/ocaml-markup,,,"Done,
This is a standalone package, built successfully without run time dependencies error.
[03-Jan-2024]: approved by bala",https://github.com/microsoft/azurelinux/pull/11723
113,ocaml-tyxml,Y,4.6.0,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11682,2024-12-23 0:00:00,2024-12-23 0:00:00,2024-12-23 0:00:00,,,4.5.0,4.5.0,4.6.0,https://src.fedoraproject.org/rpms/ocaml-tyxml,,,"[23-Dec-2024]: The ocaml-tyxml package has been built successfully after adding  build dependent package ocaml-markup(1.0.3, Fedora41), Mentioned in PR",
114,ocaml-xml-light,Y,2.6,,Jagadeesh,,,2024-12-23 0:00:00,,2024-12-23 0:00:00,,,2.3,2.3,2.5,https://src.fedoraproject.org/rpms/ocaml-xml-light,,,"[24-Dec-2024]: this is a standalone pkg, built successsfully",
115,ocaml-zarith,Y,1.14,,Jagadeesh,PR in Review,https://github.com/microsoft/azurelinux/pull/11680,2024-12-23 0:00:00,2024-12-23 0:00:00,2024-12-23 0:00:00,,,1.9.1,1.9.1,1.14,https://src.fedoraproject.org/rpms/ocaml-zarith,,,"[24-Dec-2024]: This is a standalone pkg, built successsfully, 
[03-Jan-2024]: approved by bala",https://github.com/microsoft/azurelinux/pull/11680
116,ocl-icd,Y,2.3.2,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11706,2024-12-24 0:00:00,2024-12-24 0:00:00,2024-12-24 0:00:00,,,2.2.13,2.2.13,2.3.2,https://src.fedoraproject.org/rpms/ocl-icd,,,"[23-Dec-2024]: This package has been built successfully after adding runtime dependent package  opencl-headers,
Mentioned in PR",
117,oddjob,Y,0.34.7,,Jagadeesh,,,,,,,,0.34.6,0.34.6,0.34.7,https://src.fedoraproject.org/rpms/oddjob,,,,
118,opencl-headers,Y,3,,Jagadeesh,PR Raised,https://github.com/microsoft/azurelinux/pull/11709,2024-12-24 0:00:00,2024-12-24 0:00:00,2024-12-24 0:00:00,,,2.2,2.2,3,https://src.fedoraproject.org/rpms/opencl-headers,,,"[24-Dec-2024]: this is a standalone pkg, built successsfully. HYPHEN,",https://github.com/microsoft/azurelinux/pull/11709
119,opencryptoki,Y,3.24.0,,Jagadeesh,,,2025-01-13 0:00:00,,2025-01-13 0:00:00,,,3.17.0,3.17.0,3.24.0,https://src.fedoraproject.org/rpms/opencryptoki,,,[13-Jan-2024]: This package built successfully alone,
120,openoffice-lv,Y,1.4.0,,Jagadeesh,,https://github.com/microsoft/azurelinux/pull/11884,2025-01-13 0:00:00,,2025-01-13 0:00:00,,,1.0.0,1.0.0,1.4.0,https://src.fedoraproject.org/rpms/openoffice-lv,,,"[13-Jan-2025]: 2 unresolved dependecies (hyphen,mythes(#11600), Requires. But package built.",
121,optipng,Y,0.7.8,,Jagadeesh,,,,,,,,0.7.7,0.7.7,0.7.8,https://src.fedoraproject.org/rpms/optipng,,,"[11-Jan-2024]: Bilt successfully. However, openoffice having 2 unresolved dependencies .",
122,unicode-emoji,Y,16,,Jagadeesh,,,,,,,,13,13,16,https://src.fedoraproject.org/rpms/unicode-emoji,,,,
123,unicode-ucd,Y,16.0.0,,Jagadeesh,,,,,,,,13.0.0,13.0.0,16.0.0,https://src.fedoraproject.org/rpms/unicode-ucd,,,,
124,units,Y,2.23,,Jagadeesh,,,,,,,,2.19,2.19,2.24,https://src.fedoraproject.org/rpms/units,,,,
125,usb_modeswitch,Y,2.6.1,,Jagadeesh,,,,,,,,2.6.0,2.6.0,2.6.1,https://src.fedoraproject.org/rpms/usb_modeswitch,,,,
126,uthash,Y,2.3.0,,Jagadeesh,,,,,,,,2.0.2,2.0.2,2.3.0,https://src.fedoraproject.org/rpms/uthash,,,,
127,virt-top,Y,1.1.1,,Jagadeesh,,,,,,,,1.0.9,1.0.9,1.1.1,https://src.fedoraproject.org/rpms/virt-top,,,,
